Sample,t_mean_Aluminum,t_mean_Boron,t_mean_Calcium,t_mean_Carbon,t_mean_Cellulose,t_mean_Copper,t_mean_d13C,t_mean_d15N,t_mean_Fiber,t_mean_Flavonoids,t_mean_Iron,t_mean_Lignin,t_mean_Magnesium,t_mean_Manganese,t_mean_Nitrogen,t_mean_NSC,t_mean_Phenolics,t_mean_Phosphorus,t_mean_Potassium,t_mean_Starch,t_mean_Sugar,t_mean_Sulfur,t_mean_Zinc,t_std_Aluminum,t_std_Boron,t_std_Calcium,t_std_Carbon,t_std_Cellulose,t_std_Copper,t_std_d13C,t_std_d15N,t_std_Fiber,t_std_Flavonoids,t_std_Iron,t_std_Lignin,t_std_Magnesium,t_std_Manganese,t_std_Nitrogen,t_std_NSC,t_std_Phenolics,t_std_Phosphorus,t_std_Potassium,t_std_Starch,t_std_Sugar,t_std_Sulfur,t_std_Zinc,lat,long,species,plant_type,plot_type,,,
DL_003_CAREX,67.4910027,6.353620403,-0.006913416,47.47681459,22.17733129,5.830275031,-22.16090237,-2.35259684,36.57334281,3.617555669,48.72551652,5.828976157,0.080634538,20.36620143,2.303952647,22.13012146,3.014019871,0.142159276,1.797067708,2.253592912,19.03666773,0.115393172,26.17198746,10.69998845,2.767139628,0.120554679,0.403443075,1.88180413,0.489346752,1.205146252,0.439836126,2.618707202,1.848699896,1.171687629,2.417936364,0.024302302,22.3870459,0.054138615,1.166636226,0.650899043,0.017514079,0.11067306,0.362407059,1.534015478,0.016142904,2.731435288,,,,,,,,
DL_003_SALIX,16.36855752,26.01269866,0.900421168,53.45352482,14.25022706,5.713681801,-25.44343701,-3.054713583,38.85084924,2.015248,32.33713434,20.32059745,0.248486655,119.3688172,2.674901017,36.32408835,6.202040578,0.139882463,-0.23877319,4.476340703,25.78325849,0.121808487,18.83842165,21.2539154,5.589047212,0.196570021,0.443871883,1.603847111,0.606728812,1.915516676,0.435306683,2.750348523,2.462919313,3.071635913,2.177189645,0.037551955,44.33218255,0.091617286,1.812882485,0.80054886,0.024102902,0.212242982,0.707886214,1.676533445,0.018625813,4.281169579,,,,,,,,
DL_004_BEGL,47.13756936,34.18541178,0.661431387,54.76760807,14.97223126,5.756930854,-25.92294643,-3.401165293,31.69783169,5.239692592,43.86448795,13.599378,0.190234216,184.4625241,2.501588682,32.88626365,5.83225775,0.114486808,-0.110749236,5.219509382,25.80388925,0.069310782,25.2161767,12.22405837,3.089614457,0.149953346,0.387313557,1.45538226,0.390606409,1.396582148,0.318478404,2.298102423,1.986131918,1.799944389,2.000475832,0.034654094,29.41187504,0.066246855,1.216380397,0.62244774,0.02112269,0.156495307,0.513007478,1.592451335,0.017420302,2.901381096,,,,,,,,
DL_004_LEDUM,33.24437217,62.91352634,0.613072205,55.85659028,18.61085502,4.370313349,-27.05843069,-4.577201074,41.30515639,8.248144296,50.92704488,21.9686448,0.129461103,209.7013809,1.682407782,30.18168724,6.916947766,0.064890904,-0.551631166,6.857218673,21.72729558,-0.02346327,10.0051451,23.30872506,4.613801655,0.188305084,0.542051703,1.609865242,0.613948194,1.52896704,0.502696125,2.30383281,2.729826864,2.22726184,2.025465958,0.044706308,35.90503592,0.076471698,1.944220456,0.809843412,0.0246719,0.177206708,1.01573559,2.148105388,0.023050276,4.629544793,,,,,,,,
DL_005_BEGL,65.45769127,30.71823551,1.014466022,55.4281882,14.66006452,6.013507771,-25.49423273,-2.543447159,33.57459801,4.568430565,47.41937682,15.78934522,0.213186469,237.246664,2.793510094,34.50306687,5.259400919,0.138354837,0.2723229,5.47644495,27.94194964,0.105663944,36.62059109,9.618317738,2.613512018,0.145479509,0.384309751,1.778851599,0.466277119,1.439474085,0.368840615,2.540073921,1.992410521,1.564475552,2.357396537,0.038798483,30.32127769,0.059111891,1.409675517,0.581784892,0.022192636,0.16586215,0.356208877,1.566793637,0.018587598,3.52061609,,,,,,,,
DL_005_VAVI,106.0439539,26.96060572,0.285293238,55.79449937,15.08298545,3.960969474,-22.45594359,-4.46254455,43.28221958,16.96373427,35.5662579,27.27930305,0.143454847,271.0513463,1.17398509,51.23068477,10.47616309,-0.010014724,-0.697380582,6.597840291,44.05539079,-0.058974537,34.4803656,20.81749557,2.906211085,0.228624272,0.681930325,2.258756861,0.594586387,1.766894485,0.442804346,3.313924386,2.85934681,1.482724807,3.210141707,0.044448242,29.50234166,0.085011145,2.215934631,0.936173449,0.021722945,0.260500077,0.554756772,1.982384014,0.015560777,4.047740794,,,,,,,,
DL_006_LEDUM,38.15594776,51.5083496,0.429077928,56.09298625,20.96728528,3.991440558,-25.00783672,-4.246403713,43.91024168,4.078121236,51.16851617,19.18955855,0.120198019,186.3501825,1.60748477,29.69792571,6.290018909,0.115024863,-0.397502812,7.084698535,20.26127987,0.000298558,14.73285783,9.344060935,3.867324328,0.180660872,0.581065737,1.927740897,0.587244534,1.464850254,0.508295979,2.677963136,2.369033997,1.659613578,2.402023514,0.04568179,33.75359814,0.082294184,2.062267018,0.673247607,0.023907347,0.181357473,0.852251552,2.029148243,0.0245971,4.80300562,,,,,,,,
DL_006_LICHEN,76.42599573,38.75561597,3.770546459,37.22369297,19.70931806,2.893691784,-11.69680109,-5.498569042,44.46586627,-14.77265561,32.21154097,26.75152681,0.537744113,10.19539604,0.001246209,32.78507406,2.347607889,0.044994125,-0.969511529,5.072738771,5.986631586,-0.053295316,19.99393051,21.05508917,5.853713482,0.347261637,1.212534735,3.033041898,0.652816283,2.628375147,0.644073256,6.509398609,4.937511803,2.654171515,6.9777343,0.05874555,36.85591368,0.154450011,3.73661004,1.084805615,0.028810988,0.378792246,1.234067524,3.913207512,0.023935953,4.2560674,,,,,,,,
DL_007_BEGL,61.91191499,24.06461369,0.563861354,54.52262588,14.62178595,6.530179804,-24.85131357,-2.077799166,27.74893782,4.111567678,48.91050941,7.641519457,0.206098036,191.0257142,3.035317629,29.90892027,4.697231804,0.163354579,0.405516501,4.464250387,25.10066634,0.130021688,36.0489383,9.150999941,3.058319343,0.149248598,0.382952303,1.635908582,0.482299999,1.232875441,0.396284088,2.678149776,1.961457654,1.665832074,2.148938556,0.034776166,33.84400955,0.065428014,1.345386803,0.678377438,0.021629135,0.153381552,0.337703583,1.540517968,0.019520246,3.567833292,,,,,,,,
DL_007_LICHEN,100.687839,39.0562081,1.389092985,41.80422974,24.45677775,2.693694901,-17.01942248,-6.688852657,56.4730577,-16.28728363,26.28568278,25.79212722,0.319962985,123.3566447,0.868802618,33.76365423,1.398041294,0.04802104,-0.895456635,6.631915155,6.933907713,-0.141121333,20.54668978,27.95645088,5.875216367,0.366618527,1.355587791,3.859928937,0.853802999,2.862150187,0.982348936,6.337243645,5.578024658,2.902445042,7.266303296,0.066997045,37.06691723,0.155600071,3.653826374,1.256480734,0.036588222,0.364178931,1.314867224,3.274378035,0.03299171,4.505376635,,,,,,,,
DL_008_RUCH,52.91330451,44.86857369,1.050552314,49.95048131,14.81712701,7.277174447,-26.86511544,-4.278318746,21.34519168,3.333459603,43.12513621,4.750119093,0.273920605,205.9279306,2.383899943,24.72560936,5.885826148,0.10709952,0.353640291,3.299349723,17.16993839,0.076851649,3.095793154,43.04839994,5.162039905,0.20110823,0.498013139,1.546366196,0.634409805,1.549131059,0.435484524,2.128854073,2.160267262,3.05130399,2.248489186,0.047686452,39.06658632,0.081894779,1.609196479,0.871099487,0.026648664,0.204059059,0.726441498,1.557377472,0.023663882,4.651241884,,,,,,,,
DL_009_ARUV,41.727007,21.9257128,0.538617342,52.81567896,7.914164039,4.200351156,-19.51763282,-5.264292132,15.97964845,9.359727776,20.14608874,-1.153291819,0.270614078,197.1982806,1.610453396,39.69106281,12.6649485,0.047525296,-1.461574517,4.295790494,29.80425206,0.053955741,-2.773006027,18.74149759,6.443497571,0.212095774,0.771404237,2.047407053,0.805338908,1.920205218,0.462552099,4.501985549,2.824343836,3.404338639,3.087399796,0.04462847,42.18708904,0.112596169,2.17119414,1.0225973,0.026606561,0.253528203,0.814181132,2.271436651,0.023189902,4.675866538,,,,,,,,
DL_009_BEGL,24.77355546,42.17771636,0.609094908,54.7252127,14.78916522,5.869940653,-26.73635703,-2.017511269,35.93931359,6.116577134,50.19135382,22.00924297,0.153373352,170.9667137,3.06861786,30.37091121,6.097290203,0.183579778,0.25579407,5.056131808,23.06070794,0.110608961,13.66426087,12.68865854,3.112090876,0.123160616,0.308197544,1.037177354,0.409672725,1.173956042,0.259957592,1.770712573,1.7610851,2.020191558,1.201298006,0.02672274,25.13309639,0.049071321,1.215267979,0.562365939,0.015799138,0.136526851,0.574464955,1.425074168,0.015641065,2.619641448,,,,,,,,
DL_009_EMNI,46.57399481,35.23435283,-0.12969189,56.64338315,16.53329031,3.073073315,-23.27697725,-3.02747537,37.91027385,17.66194756,42.23703649,23.3167442,0.04782532,222.7559097,1.670169275,46.22346385,7.261049439,0.032705067,-0.513512867,6.184450083,34.15299371,0.000874591,18.90921006,13.83810227,3.360280649,0.216807607,0.640538235,2.108899936,0.578676231,1.653343215,0.434546297,3.453939182,2.653287034,1.850162728,3.174360998,0.041576057,31.43153801,0.104057493,2.505720784,0.832201978,0.023379721,0.245897331,0.554418782,2.057174656,0.019246453,3.993124452,,,,,,,,
DL_009_LEDUM,20.9545929,60.04867122,0.750607581,55.70152209,18.91910378,4.206666487,-26.34446504,-4.251317238,39.42670303,6.759809743,53.896948,19.23815307,0.139907644,166.4428053,1.751433177,28.18933359,6.58096272,0.096573427,-0.430495475,6.866411042,19.84321315,0.000307358,10.07835109,16.7328367,4.653389738,0.190051386,0.548417063,1.656245569,0.681482894,1.5485333,0.495022008,2.325623073,2.752749219,2.20743512,2.023197736,0.044998925,38.04432809,0.077744474,1.897953661,0.771405707,0.024648627,0.182220424,0.979702089,2.194714298,0.023937617,5.01596149,,,,,,,,
DL_010_CAREX,48.75238445,20.34593897,0.166737987,45.12970989,24.7202596,5.416204056,-21.44815456,-2.454208819,44.26595734,1.929182852,47.29900354,13.83398804,0.100371797,-6.137521881,2.077172356,15.2252303,1.57981992,0.119725846,1.375882919,1.633208086,10.93814747,0.096069828,10.56306214,9.931938979,4.023756988,0.11987316,0.365334768,1.57206951,0.546803946,1.222719057,0.32098542,2.245423785,1.998101733,1.320510681,2.229055011,0.027467794,22.21474737,0.053678541,1.056514233,0.717883168,0.015892423,0.111127036,0.540544856,1.472397632,0.014946492,3.448249828,,,,,,,,
DL_010_RUCH,35.9834723,58.8297831,1.402781395,47.85652535,14.90668734,8.044512834,-28.63687443,-3.077655524,18.61038956,3.994322568,48.98690765,9.03241338,0.351626605,186.1673299,2.776192037,16.84216439,4.702996743,0.133736686,0.760595613,2.403104117,11.57782124,0.122180477,-1.425914472,56.96654767,6.47847564,0.208621293,0.437246979,1.166521871,0.810793513,1.754550821,0.431696899,1.770428596,2.386298587,3.778069133,1.906587812,0.04985386,42.1000273,0.07340589,1.686556751,0.949845402,0.024241333,0.186770918,0.963697519,2.004462994,0.019042688,5.660772675,,,,,,,,
DL_010_SPHAGNUM,123.6831544,28.6322032,0.838867909,46.81409234,26.84984785,7.043562273,-24.3539365,-6.161293075,38.65487526,4.181888663,51.98506801,9.21307512,0.263598745,147.3487957,0.956250277,35.37316229,6.680969306,0.173604964,1.018546744,5.590308222,21.08542381,-0.025700808,20.91170884,40.54130482,4.815857414,0.192623669,1.018614237,3.117716023,0.708688681,1.76090183,0.962545356,3.785045716,3.317230092,3.271862392,4.45492822,0.044847204,38.72792793,0.111306039,2.228837441,1.041293992,0.0312558,0.226897618,0.865855275,3.325192769,0.029429652,4.583429066,,,,,,,,
DL_011_ARUV,58.70036666,22.55756946,0.570818697,53.64768924,7.067083917,4.346311937,-21.03045152,-4.795829803,14.99586036,9.95305398,26.1197172,0.216831135,0.289429006,248.6692132,1.7391394,39.62182831,13.24982549,0.059205283,-0.98331495,4.643530601,30.53254538,0.066929159,2.399606087,14.60256545,5.562177672,0.203614205,0.72447508,1.965110696,0.713762112,1.577338764,0.408771775,4.395284169,2.56776932,2.843758099,2.866477231,0.042385306,37.60370913,0.099541702,1.932148645,0.89781745,0.023425076,0.227205409,0.620572684,2.083167711,0.022181687,3.878592426,,,,,,,,
DL_011_EMNI,26.4810347,38.9006514,-0.223769752,57.1758712,14.86210595,2.790146325,-23.85892551,-3.615211096,34.63312578,20.43683055,39.07722995,21.46079627,0.018579068,212.5191038,1.707085588,51.63219742,7.356655671,0.008044482,-0.499822425,6.705606662,38.85265815,-0.011310835,16.67412268,20.67482128,4.221247399,0.282646343,0.776012373,2.491071608,0.704318797,2.136802314,0.544796986,3.857846996,3.306188168,2.421394926,3.647540058,0.052983439,36.9894942,0.124794005,3.016380794,1.064413163,0.030523019,0.325487177,0.71743242,2.596630062,0.024499694,4.273721809,,,,,,,,
DL_011_Lichen,275.9284481,21.78521641,2.64631036,36.52055842,21.61252714,4.120727329,-11.39978018,-6.578345899,57.8793849,-9.080644275,34.12095798,39.84387002,0.302102884,429.478092,0.117011331,47.67264057,3.815118207,-0.111297849,-1.443836895,4.022377111,21.05527881,-0.185808435,51.85738585,113.3996835,12.66476211,0.47190032,1.502116589,4.420294765,1.63211625,2.922211223,1.080592612,8.002457883,5.626149138,6.621787741,8.586885189,0.094900763,77.789539,0.185666439,3.991320601,1.274517031,0.046406254,0.393041883,1.252891783,3.729849856,0.044705883,8.919429191,,,,,,,,
DL_011_VAUL,56.81831665,34.33275607,0.357345838,53.81403657,17.50629816,5.26821961,-27.86618383,-3.749856995,44.89631447,10.22369442,40.69545033,27.13778924,0.09154865,198.5030971,2.070123929,37.23977449,7.979522496,0.082619219,0.214039146,4.863027611,26.01254706,0.014408773,8.581498021,13.25144457,2.980055781,0.160125189,0.502797799,1.58980314,0.424731306,1.370070284,0.365067559,2.243559163,2.486891828,1.733356195,2.184803409,0.028038772,24.08036444,0.068844092,1.494418873,0.733066131,0.017638619,0.171910389,0.551068553,1.542020979,0.015652275,2.014640261,,,,,,,,
DL_011_VAVI,70.39686477,33.34141091,0.015962168,55.78065611,15.65338816,2.877649585,-21.97541222,-4.535772725,43.38661132,15.48345699,31.28335439,24.57226092,0.105949311,216.5392263,0.908255875,48.89853932,9.214112121,-0.031853837,-1.035861683,6.712601219,40.57948624,-0.074158109,24.32560215,11.36917774,3.235525503,0.206372574,0.718155344,2.291263328,0.594838295,1.70149525,0.418080919,3.140135586,2.775927455,1.604135061,3.188288142,0.041232253,28.46478085,0.087100336,2.138573522,0.971370327,0.021968988,0.2568543,0.752942446,1.891619709,0.01514568,3.797942642,,,,,,,,
DL_012_Carex,43.39564884,22.01977384,0.615704892,45.33483584,22.01856845,6.236982189,-23.02392592,-2.870421401,36.69815602,1.759034793,47.26350479,10.31897121,0.261671214,-23.45344134,2.079896843,14.15819059,2.541542071,0.124587092,1.225297082,1.81375143,13.42702151,0.144030377,20.32181271,11.15225339,4.159990637,0.118147307,0.245210145,1.215462134,0.607214239,1.612672824,0.36679314,1.897661936,2.363081843,1.253136387,1.718277954,0.02853991,28.80134457,0.043791226,1.236788824,0.879697641,0.016007537,0.122295168,0.685502251,2.1569581,0.014851603,4.117386995,,,,,,,,
DL_013_ARUV,61.99687756,16.24132912,0.561906433,53.48413282,6.169096434,3.908945732,-20.41802801,-5.079084511,14.68787638,11.09853813,20.62416951,-0.426792292,0.277912152,233.7968708,1.435499933,43.10901731,14.00427402,0.036647604,-1.336051574,4.568180014,32.47275293,0.046393117,2.986735191,16.80396674,6.341244434,0.210505579,0.776584721,2.061748485,0.802662742,1.63033262,0.452272328,4.74385589,2.620392002,3.14482407,3.10262757,0.042173329,41.59669595,0.101600298,2.135041011,0.980395419,0.024018962,0.233466217,0.646892587,2.018728487,0.021719539,4.50465709,,,,,,,,
DL_013_Carex,65.37274064,19.01093189,0.020860566,45.56098101,26.78238287,5.538294152,-21.72916987,-3.103717712,46.44036088,1.893356264,48.21152029,14.07332447,0.113456918,20.52378958,1.681577335,15.70862075,2.55028612,0.102857587,1.288571205,1.549676209,11.56109326,0.080265232,9.891932223,16.83953824,4.395177847,0.113444771,0.428069921,1.722609149,0.617516933,1.284085576,0.37619261,2.259532677,2.072107839,1.436997999,2.405260568,0.031285663,24.32930635,0.055004103,1.159002535,0.670427561,0.018256533,0.124309728,0.506530685,1.689990386,0.017388948,3.871653017,,,,,,,,
DL_013_RUCH,88.84639102,31.45564861,0.67124839,52.25003716,11.98903417,6.092580106,-27.15529428,-4.037818795,18.23665008,6.371688418,35.59464156,9.120748956,0.321750826,334.7384701,2.012630664,32.18317392,12.02906138,0.075062295,0.272928998,2.897766075,23.15208736,0.1042399,-1.298632434,40.28508316,5.262919717,0.205305691,0.693349432,1.803655512,0.724142221,1.238346373,0.452612032,4.331822014,1.831811419,3.159881597,2.611859413,0.041254088,41.9073827,0.094062733,1.88621629,1.13109372,0.024547277,0.166372511,0.607596998,1.395205745,0.021441654,4.423249535,,,,,,,,
DL_013_VAUL,31.76563231,30.30446542,0.443605632,52.69309626,16.54821986,5.057453716,-26.98628858,-4.513501305,42.98527259,8.547108284,34.63844587,23.37718666,0.103004401,102.4004675,1.969693806,38.34594941,7.794646331,0.091165565,-0.237270261,5.137138888,26.97905772,0.006038988,10.58952373,11.85793292,3.876353944,0.158024612,0.483188753,1.366563036,0.507132552,1.63615482,0.325294306,2.04467358,3.042303847,2.03311919,1.94376073,0.026977459,27.22939085,0.060054578,1.305647171,0.871633574,0.018957309,0.163190282,0.788758311,1.763357673,0.015376304,2.537138386,,,,,,,,
DL_013_VAVI,90.28972793,28.1267293,0.512823571,55.60305571,13.58434735,2.956658804,-21.55190442,-3.959435589,39.45732246,16.51139596,32.06368208,23.34667788,0.1251048,238.4171076,0.700430797,49.62479378,9.614548638,-0.020568625,-1.163869531,6.798266155,40.43321426,-0.074492995,31.54888146,15.75838694,3.118326947,0.190925273,0.684856245,2.129638389,0.614346034,1.427442918,0.427466396,3.214666789,2.550829174,1.535522215,3.203761712,0.033466038,29.02405827,0.074831084,1.932223603,0.955027924,0.017855812,0.216867075,0.617868336,1.602532183,0.013934791,4.468169061,,,,,,,,
DL_014_ARUV,64.22881343,18.23454296,0.67910776,55.3765687,6.823318185,3.878430742,-20.11821105,-4.395076763,19.15255041,11.19418976,21.73092827,2.705703255,0.342346393,273.613169,1.593766318,39.21296182,13.81562468,0.049556683,-1.093384342,5.024739364,31.44807652,0.076462075,7.77274828,17.79089216,6.439504812,0.230817756,0.86440444,2.566285671,0.773614937,1.590998073,0.475311203,5.540771065,2.595067567,3.168983463,3.693300738,0.048713991,44.50414686,0.10628398,2.098127041,0.9896192,0.025158794,0.240725196,0.562174362,1.929537176,0.025203678,4.436973572,,,,,,,,
DL_014_BEGL,26.84491248,44.71732153,0.87858825,53.88472477,15.07688755,5.488819381,-27.15261523,-3.737410504,34.74692876,7.04528463,43.87205827,19.73633363,0.20996713,161.831988,2.257462624,32.27459995,7.625081506,0.126898584,-0.098497041,5.464684662,23.92572073,0.057053057,10.15538008,14.87976741,3.169838231,0.130028066,0.375544901,1.107963297,0.430128993,1.29772009,0.27624748,1.808267225,2.036230771,2.06226166,1.384638155,0.027419074,24.84656553,0.052914411,1.133120015,0.626981034,0.017086506,0.134847001,0.758842788,1.477187411,0.014407021,2.278664666,,,,,,,,
DL_014_EMNI,17.77117002,36.49366983,-0.107774014,58.23684363,14.76146497,2.718913651,-24.69822018,-3.26217586,35.23622786,23.95133358,40.72913561,21.98862435,-0.019325622,184.3630563,1.423472004,52.86807954,8.686233858,0.018909181,-0.607926783,6.574546192,40.06406839,-0.01097711,12.68083058,26.75445506,4.64652806,0.277930057,0.80531642,2.489162196,0.788122087,2.032200512,0.5616228,3.808349988,3.163700776,2.609241863,3.423517694,0.048550063,38.53916733,0.125674373,3.269348204,1.05340777,0.028599935,0.318962303,0.644677052,2.441828187,0.02438114,4.655487234,,,,,,,,
DL_014_Lichen,115.8596758,26.54188281,2.487424567,41.37767307,23.01642453,2.457222024,-13.95896356,-4.79266873,53.17274675,-14.3206313,30.00300243,26.02874212,0.343721764,138.6516834,0.518798466,34.44675982,1.727570392,0.07800408,-0.70631199,5.837679491,9.22086182,-0.093833861,21.02611063,25.7621041,4.618689081,0.357048867,1.262793838,3.848282624,0.746302907,2.91514966,0.899672479,6.503968616,5.334092249,2.746885771,7.834072028,0.067455843,32.77399635,0.150708525,3.411370855,0.934338317,0.034185781,0.363112071,0.95044406,3.154965863,0.030094247,4.352499366,,,,,,,,
DL_015_BEGL,31.64631187,41.79305538,0.561458046,54.22301783,15.89766192,6.735907487,-27.76935428,-2.063744121,32.36896377,5.446671683,53.77277074,17.0189872,0.179415593,191.9153187,3.154073276,28.52776295,5.918593055,0.202187904,0.666489021,4.403440792,21.94248779,0.146847614,13.59549677,15.45570839,3.201926994,0.117699679,0.341930949,1.129595208,0.364622747,1.188960432,0.291376227,2.05975619,1.633599652,2.139793499,1.329144028,0.030840239,27.08572528,0.049125558,1.339481531,0.513213318,0.016705895,0.135133567,0.50336648,1.482081289,0.016977755,2.479345858,,,,,,,,
DL_016_BRFO,238.0432771,14.64527721,2.992930244,39.39220496,20.8751875,4.123421739,-6.185574694,-4.53825166,55.58684445,-11.99778574,35.47339708,38.13957857,0.281998873,337.7028704,0.785172246,25.19491277,0.669581034,0.03477556,-0.678993531,3.836251884,10.59984397,-0.11683387,57.29972301,87.90977667,10.22906562,0.530074728,1.240206298,4.098996121,1.52243118,2.933910847,1.049012124,7.451116234,5.160655541,4.959539202,6.97399495,0.103132769,66.78499793,0.272761437,4.266774538,1.267717007,0.049236863,0.518594926,1.095659834,3.855904811,0.047753734,8.254065322,,,,,,,,
DL_016_Ledum,49.28173304,44.89384256,0.552965508,58.30880878,18.60821971,3.54289632,-25.2997204,-2.730006735,46.9891882,7.915739716,51.9136353,26.56359204,0.085602868,245.3728609,1.920042731,34.35884238,7.690564861,0.115666904,-0.327487477,7.051693221,24.55850658,0.024643169,17.74162836,10.04307119,3.636654467,0.177911965,0.4866853,1.853237663,0.685648229,1.19825388,0.454466541,3.045117528,2.030594693,1.683332929,2.262758642,0.034653014,36.52554097,0.0683384,1.714516237,0.585142034,0.018877239,0.166336498,0.60966741,1.528339466,0.019722048,5.533766173,,,,,,,,
DL_016_WHFO,107.2505498,24.46230439,3.241675358,39.06763418,20.93150978,2.935672459,-12.62743462,-4.351341571,45.83656145,-12.71969717,34.85323311,23.12685174,0.396341935,73.27372369,0.150668494,34.55658678,2.85347321,0.103227519,-0.535287033,5.077297832,7.847570259,-0.05887365,18.59116287,24.37614492,4.29525208,0.342171777,1.253065712,3.374881798,0.62115992,2.693831762,0.815143184,6.262196867,4.877763187,2.717932125,7.483213421,0.061750513,32.32658979,0.149009829,3.542966684,0.779477301,0.032015926,0.359177221,0.864291092,3.226802279,0.025708759,4.017587277,,,,,,,,
DL_017_ARUV,63.80133546,18.86884619,0.719073087,55.1735365,6.491931174,3.783139027,-19.20981968,-3.875157729,21.20139772,8.849095727,21.30860473,5.447261315,0.344316357,292.6195804,1.876907795,38.65116726,12.81275368,0.053714288,-1.34203849,4.843576827,30.47964726,0.097899491,9.599237946,17.80522027,6.18190475,0.238834925,0.871554388,2.526559423,0.744811936,1.692154773,0.498544644,5.623381913,2.861777271,3.131550779,3.716472348,0.052033063,42.7297985,0.11496209,2.257516997,0.994041746,0.025470125,0.257237812,0.561551459,2.135322818,0.025622712,4.276985279,,,,,,,,
DL_017_BEGL,37.71589366,38.65664106,0.719631003,54.69131256,14.03110516,6.310262516,-27.61377036,-2.30297639,34.29114008,6.740600753,53.51562485,20.37428919,0.15836665,176.4183314,3.010386436,31.03998494,6.799625529,0.189908295,0.470309167,4.995127919,24.63698314,0.120108598,18.36293947,8.493479913,2.633109634,0.118442842,0.302520698,0.984459963,0.361722616,1.120118672,0.254070917,1.734366001,1.585055284,1.622310321,1.181650948,0.026637645,22.15882086,0.048642935,1.111765063,0.48144352,0.014358159,0.119849193,0.49047433,1.379112115,0.014126533,2.271805583,,,,,,,,
DL_017_WHCR,123.6741764,24.75787866,1.357009121,45.267096,25.87810119,3.448434177,-18.43122482,-4.054930483,56.7777166,-15.81634626,35.06153782,26.13080137,0.274390491,237.0235043,1.769967836,33.29591389,-0.044149222,0.112624237,-0.560958912,5.781853257,14.39075967,-0.020840011,29.45173568,27.10125547,4.130956993,0.40611895,1.243419671,4.209888965,0.838572376,3.07655451,0.850268375,6.487277671,6.073806964,2.547106702,7.61698234,0.074848231,27.45631728,0.172970089,3.393153,1.140541754,0.036264193,0.379964708,0.812070707,3.649946873,0.033556581,3.781914859,,,,,,,,
DL_017_WHFO,119.3114882,23.94564668,2.961508318,39.63697728,21.22407955,3.260842526,-13.3643996,-4.454329758,46.95770932,-11.43937404,35.48151843,22.05024577,0.378600454,102.5961102,0.291013938,34.84861095,3.183792736,0.102921239,-0.496661967,5.159699474,8.958455969,-0.068810695,20.69705089,28.37019959,4.392488066,0.340380783,1.246583762,3.460930491,0.657566237,2.681589994,0.87001145,6.147450221,4.787843695,2.780070386,7.3678648,0.061235045,33.64911775,0.148129684,3.547248057,0.80002877,0.033322462,0.35189659,0.835801063,3.133562911,0.027473504,4.182669079,,,,,,,,
DL_018_ARUV,74.10843945,24.22726475,0.802744051,56.72224134,7.108230015,4.036088283,-19.43977202,-4.57478278,21.7515805,13.13953773,22.51309049,5.096862429,0.348050273,347.3910837,1.552023446,39.26902232,14.67240723,0.027231252,-1.471413121,5.067382842,32.94023798,0.074860007,5.572830133,18.17191222,6.119511761,0.247268034,0.975213336,2.753674881,0.769304521,1.846097483,0.506554163,6.388431857,2.82858636,3.275295975,3.959053681,0.054375907,45.97698641,0.127133426,2.38542796,1.08870969,0.029283579,0.261330944,0.586253874,2.229457072,0.027997827,4.287578051,,,,,,,,
DL_018_EMNI,9.446409016,41.20303506,-0.107093311,56.23677715,16.54260856,2.886344951,-23.80752351,-3.7688677,37.25398603,16.10609845,39.22046846,20.36145379,0.079629709,151.2057618,1.618098907,44.85136862,6.702983579,0.044066124,-0.463086443,6.598626587,32.22389844,0.00792387,13.37107795,25.09024438,4.36863275,0.217305437,0.661178256,2.087195176,0.683483745,1.954564272,0.472466792,3.18370661,2.945345131,2.58776452,3.052640893,0.04377414,35.70792083,0.099168714,2.493706661,0.904979815,0.027777732,0.268265467,0.819452842,2.33533746,0.022547334,4.083285324,,,,,,,,
DL_018_MixedLichen,266.5163789,18.7012809,3.01321748,35.85138811,23.93192823,3.501056789,-8.934433141,-6.347909268,63.17487476,-10.92935836,29.63291662,40.7413561,0.322929614,381.7870161,-0.335545101,46.31725679,3.325929903,-0.077150801,-1.426676008,4.335375978,16.46049337,-0.216779966,47.00105602,102.7503562,11.07343317,0.461625007,1.61189599,4.86407971,1.50513474,3.164766134,1.144564695,8.492430166,5.715779567,6.127589293,9.296622146,0.092400785,70.5437022,0.193176483,4.357333016,1.231114547,0.047396777,0.42013434,1.211008115,3.633011669,0.045594981,8.141438859,,,,,,,,
DL_019_ARUV,75.43576129,23.46543637,0.779628986,54.73172623,8.219193835,4.98699785,-21.31095627,-4.511288519,20.08411303,12.75218123,29.64608948,2.636993794,0.305427134,288.3302869,1.687446811,36.10067742,13.67410399,0.063079938,-0.865676695,4.58595433,31.22241423,0.073282392,6.858646376,17.11828335,5.269129672,0.202985029,0.739412025,2.044170008,0.668879197,1.483052072,0.386824363,4.982211808,2.222841011,2.746430277,2.87809894,0.039003713,38.69266297,0.097316024,1.864388483,0.885810303,0.022293653,0.198349364,0.526267401,1.783908446,0.020827369,3.74130302,,,,,,,,
