Sample,t_mean_Aluminum,t_mean_Boron,t_mean_Calcium,t_mean_Carbon,t_mean_Cellulose,t_mean_Copper,t_mean_d13C,t_mean_d15N,t_mean_Fiber,t_mean_Flavonoids,t_mean_Iron,t_mean_Lignin,t_mean_Magnesium,t_mean_Manganese,t_mean_Nitrogen,t_mean_NSC,t_mean_Phenolics,t_mean_Phosphorus,t_mean_Potassium,t_mean_Starch,t_mean_Sugar,t_mean_Sulfur,t_mean_Zinc,t_std_Aluminum,t_std_Boron,t_std_Calcium,t_std_Carbon,t_std_Cellulose,t_std_Copper,t_std_d13C,t_std_d15N,t_std_Fiber,t_std_Flavonoids,t_std_Iron,t_std_Lignin,t_std_Magnesium,t_std_Manganese,t_std_Nitrogen,t_std_NSC,t_std_Phenolics,t_std_Phosphorus,t_std_Potassium,t_std_Starch,t_std_Sugar,t_std_Sulfur,t_std_Zinc,lat,long,species,plant_type,plot_type,,,
ABV_FAIR_0003,16.50781652,39.57359158,0.850419077,50.25979565,14.56769759,5.770939391,-24.98849502,-3.565454539,30.54963999,0.939502155,42.8945363,12.78573148,0.253037553,41.27609444,2.677789063,25.16785214,3.732143826,0.153733262,0.650677038,5.237072342,19.34278483,0.082928991,27.18585576,13.47189087,3.421800489,0.110491192,0.242501211,0.918752615,0.428797842,1.618571156,0.236692372,1.667788858,2.443794194,1.675255046,1.350707966,0.024954361,28.78157039,0.039021434,0.995236371,0.886917662,0.016885672,0.09363746,0.939292421,2.123211042,0.012391067,3.03335751,N/A,N/A,N/A,N/A,mixed species tree/shrub,,,
ABV_FAIR_0004_CA1,20.66636661,43.81219523,1.66240251,49.20178818,20.26815594,7.471012175,-27.80530449,-3.014532663,33.48568843,-0.842041144,52.48174616,10.56781665,0.442342527,34.13953038,2.456248043,20.9143509,3.643672027,0.237357379,0.798821052,5.083380649,16.18865556,0.16609778,27.48536027,4.560712202,1.832826731,0.104912628,0.452396729,1.142759912,0.227990741,1.486025834,0.385673298,2.169109055,2.535862727,0.880534042,1.558915073,0.018435426,9.637615327,0.045980441,0.931468429,0.878587164,0.009259288,0.098217358,1.04968933,2.951712001,0.00622354,1.563453133,64.952591,-148.36544,N/A,N/A,mixed species tree/shrub,,,
ABV_FAIR_0004_CA2,-10.0679848,57.95111784,1.350965378,49.41209467,13.96109273,6.072598882,-24.75194961,-2.565805319,33.45027545,3.58915384,42.95441209,21.33061751,0.267408451,45.60108882,3.11538031,27.59211331,3.153068197,0.170913038,0.49321637,5.467884447,17.84792033,0.063401607,17.6093715,27.27806264,4.473796654,0.153761071,0.397713144,1.066452205,0.457159441,1.634132899,0.298309988,1.448146245,2.6531772,2.903768955,1.292807428,0.034361993,30.71688634,0.050262806,1.421063516,1.00317577,0.021108768,0.135046469,1.185415938,2.073087585,0.017918426,3.553400058,64.952591,-148.36544,N/A,N/A,mixed species tree/shrub,,,
ABV_FAIR_0004_CA3,-10.60135713,51.0430624,1.257404012,50.64865315,13.19720548,5.730537309,-25.59532488,-2.893840514,31.93018737,5.61043214,43.40968492,19.11841205,0.226741147,28.38228055,2.801982909,30.1285701,4.615851054,0.162656949,0.265592572,5.592957737,20.76560506,0.056466779,16.50423711,23.40132612,4.035740237,0.13857689,0.421775654,0.993092089,0.446893444,1.538586801,0.284186875,1.552241095,2.689705681,2.65644626,1.262481041,0.031253197,29.82842313,0.048200909,1.229059497,0.945668793,0.019891989,0.12595551,1.074515062,1.919666742,0.01699339,3.124301434,64.952591,-148.36544,N/A,N/A,mixed species tree/shrub,,,
ABV_FAIR_0004_CA4,4.503453772,45.21444481,0.840673223,50.22903708,12.2866611,6.504523028,-24.0492112,-2.485599361,23.68427217,1.973222984,42.29575171,9.698602034,0.266716676,93.35586708,3.382990024,24.47490282,3.619130633,0.196108078,0.480269782,4.450801963,20.50974942,0.142010034,19.68292865,23.17875051,4.415829004,0.13358929,0.339049203,0.933158775,0.496833096,1.702436328,0.329292468,1.43623242,2.269066562,2.629455796,1.117636363,0.029950518,31.44050122,0.053958069,1.037747797,0.949478999,0.019514573,0.135482761,0.959672803,1.799239361,0.015822387,3.507486445,64.952591,-148.36544,N/A,N/A,mixed species tree/shrub,,,
ABV_FAIR_0005_GR1,11.25006604,41.18881554,0.622176285,50.68031708,14.74496467,4.838655178,-24.21631859,-3.740067128,27.45294524,6.408135908,41.10594449,10.56817773,0.176743814,52.56762803,1.933252077,26.59673555,5.386409652,0.110045635,0.166454213,4.959503876,20.4410387,0.045050782,11.83158977,15.50691739,3.456222805,0.096715395,0.337647704,0.826609733,0.40555865,1.466941957,0.190274556,1.511524716,2.418211408,1.935313431,1.259898966,0.02564702,23.59949788,0.041424059,0.851606042,0.855464118,0.01698919,0.110448012,0.932516158,1.785477316,0.012967084,2.226488302,64.958943,-148.377702,Vaccinium ulininosum,shrub,ground mix,,,
ABV_FAIR_0006_GR1,23.33274462,37.82178854,1.043511673,49.80586262,15.4189257,5.812459662,-26.23592632,-3.652556944,29.42671527,5.71966365,46.03283037,13.36834135,0.240140172,39.4709109,1.859804374,24.42728771,6.088552564,0.156042081,0.566518606,4.664675821,18.80407464,0.074401924,13.84742207,8.038529626,2.293884658,0.077014972,0.28437492,0.666232442,0.344285022,1.21745896,0.20798464,1.352092035,2.206140192,1.187020768,1.078650321,0.019399463,16.64397,0.028201713,0.671493511,0.725257648,0.011356561,0.087743909,0.866406633,1.613761715,0.00916046,1.519538582,64.946931,-148.304519,Ledum groenlandicum,shrub,ground mix,,,
ABV_FAIR_0007_GR1,7.775729598,42.27821226,0.942606432,51.69962481,13.55147317,6.477007581,-26.36293861,-2.625508733,27.3229755,5.885623769,51.54059746,12.36008556,0.21213468,68.85353493,2.917093439,23.2121796,4.605869989,0.196367346,0.664818906,4.649546701,19.99362534,0.125582637,17.25139706,15.13862131,3.096932552,0.098501673,0.283843629,0.6685187,0.350656339,1.34896194,0.210124679,1.28502648,2.153606779,1.861991669,0.954509148,0.023877479,21.8857978,0.034782341,0.80139717,0.705602956,0.015094846,0.11736666,0.785311181,1.64996782,0.013215156,2.137504526,64.947039,-148.30398,Betula glandulosa,shrub,ground single,,,
ABV_FAIR_0008_GR1,21.30468668,39.82393436,1.039067472,50.33085375,17.17161394,5.664296093,-24.8715274,-3.316269984,32.21817062,4.41616202,48.64005853,13.13629087,0.225458792,47.40318794,1.895592236,22.12670994,5.115563232,0.163765736,0.549000123,4.650257735,17.15972126,0.090969463,14.99735336,8.919587458,2.581078798,0.092271816,0.245906262,0.693883027,0.326171293,1.295949899,0.185007686,1.369234381,2.086392638,1.197139022,0.974744484,0.022413495,17.03130561,0.036334719,0.803466604,0.673448949,0.012634367,0.098708392,0.845985128,1.732601901,0.01055821,1.810748374,64.972527,-147.916922,Ledum groenlandicum,shrub,ground mix,,,
ABV_FAIR_0009_CA1,-2.113480268,42.5115018,1.230110326,50.51662377,13.5158374,5.392436475,-25.41925754,-3.163536782,24.17419167,1.387828856,43.00899533,11.11596147,0.301539713,15.96216845,2.430813023,27.1946092,4.665736905,0.157746693,0.353484969,5.18099868,19.15440319,0.092139685,17.92447914,19.66709917,3.478865225,0.126481827,0.290748511,0.780094454,0.378706326,1.458434869,0.222202783,1.463159237,2.169232732,2.144158899,1.314487748,0.022530856,26.8314493,0.04225919,0.956227993,0.776767171,0.013271915,0.102185322,0.951648631,1.831830314,0.009979061,2.603731086,64.980868,-147.902749,N/A,N/A,single species tree/shrub,,,
ABV_HAIN_0001_CA1,32.73309549,37.5675988,1.233138439,50.20201777,16.28110982,6.203848361,-25.56858617,-4.303019825,30.96214208,4.489437196,42.92559448,12.02220025,0.29564593,62.69715011,2.226530062,34.63213764,6.292300659,0.162169377,0.134434226,5.819405535,24.61403177,0.05569452,24.30551826,6.518585557,2.326348757,0.115649179,0.353119094,1.168945237,0.349369929,1.382757319,0.323588536,1.904828657,2.442802276,1.169072487,1.674059173,0.016641192,21.46120108,0.051437108,1.036468781,0.766690878,0.010908054,0.106644084,0.932715786,2.16734178,0.010136187,2.261971524,60.989443,-138.491587,N/A,N/A,mixed species tree/shrub,,,
ABV_HAIN_0001_CA2,-15.61847955,53.40419544,2.142248437,49.61091702,12.14451196,6.047313731,-26.35886496,-3.142366645,30.32438717,3.63461473,40.59598897,17.98792524,0.366458934,14.66586591,2.3544834,27.64093136,4.408531715,0.15649572,0.167566666,5.696898152,18.45523995,0.079372873,21.77740823,26.10339059,4.520043198,0.147024531,0.355102795,0.867911604,0.496558302,1.739209217,0.324902267,1.470975133,2.81808365,2.937232455,1.056284298,0.03080183,37.27030292,0.047224635,1.43459031,1.016673697,0.017931962,0.127148347,1.200626801,2.110474906,0.015258169,3.749312383,60.989443,-138.491587,N/A,N/A,mixed species tree/shrub,,,
ABV_HAIN_0001_CA3,-18.46425411,53.72978092,1.442349204,50.84696855,11.72652374,5.870460105,-25.06122329,-3.009056416,25.0152879,3.742121022,40.67306132,11.40283325,0.300186562,69.46570555,2.399167577,24.80423327,5.531890605,0.174949256,0.342191799,5.012362403,19.18648362,0.114601351,7.718216843,28.11439974,4.787300525,0.122480743,0.270853277,0.61303872,0.525082662,1.751257675,0.24540979,1.318635139,2.287219327,3.207004226,0.916507574,0.02986495,30.74948108,0.044650467,1.159572644,0.934642708,0.019354344,0.141867736,1.154906484,1.860731435,0.014595916,3.044417539,60.989443,-138.491587,N/A,N/A,mixed species tree/shrub,,,
ABV_HAIN_0002_GR1,3.059938195,42.48670082,1.367567776,50.82841369,15.08540912,4.782188881,-23.62138786,-2.444091664,27.49883176,4.985924681,50.14143529,9.331248463,0.280193453,26.70099498,1.679585433,19.9246404,4.780573786,0.153537364,0.536816803,5.033291381,16.39791508,0.109538985,18.77756412,18.64413019,3.24992893,0.083525869,0.267575276,0.813478308,0.421617816,1.188456982,0.215150913,1.294488478,2.016444419,1.831976515,1.048899565,0.019722163,22.75782531,0.04876962,0.922209267,0.692374929,0.01234283,0.100176725,0.833064529,1.678989797,0.011490256,2.699885198,61.085281,-138.548244,arctostaphylos alpina,shrub,ground mix,,,
ABV_HAIN_0003_GR1,59.09372224,28.83202251,0.883221358,49.72431557,20.05363969,6.723179224,-27.96598153,-3.109195791,27.72468864,4.474051238,62.04120159,7.292121669,0.284954771,54.56558858,1.556866333,17.60237401,5.534796387,0.194278985,1.458954036,3.668550788,14.88105769,0.138636906,21.17184685,11.69992291,2.664406942,0.097295469,0.460631652,1.256158956,0.441578138,1.022804158,0.449316831,1.983399005,1.738149713,1.403867869,1.699205025,0.025702723,19.12533291,0.057906655,1.195731387,0.490884499,0.014152006,0.116071917,0.515145809,1.946240455,0.013385991,2.378478863,61.085241,-138.548342,artemisa,shrub,ground mix,,,
ABV_HAIN_0004_CA1,21.11192036,44.081901,1.379089766,49.45274508,16.43437628,6.457966882,-26.11865915,-3.896565301,30.5123363,3.677439302,45.34825504,11.75446393,0.354788914,38.16620547,2.217165711,29.16425748,5.196164124,0.168854016,0.408293669,5.682459546,20.87982958,0.07673102,25.29318715,8.756527936,2.327204446,0.10492778,0.343463043,0.985579382,0.308673903,1.438523734,0.299145962,1.86215752,2.575231151,1.209657983,1.384921723,0.019280849,20.12407948,0.043462894,0.97784151,0.861453454,0.009808701,0.094996038,1.055338852,2.350514236,0.008821468,2.237637504,61.089906,-138.540329,N/A,N/A,mixed species tree/shrub,,,
ABV_HAIN_0005_CA1,3.078465599,43.25555756,1.594742797,50.77444983,11.39644672,6.197176831,-24.48604666,-2.127274659,26.61495763,5.134835066,42.76545146,17.65891016,0.337057946,61.97324889,3.248789175,33.3890569,4.554512558,0.173904577,0.073142786,5.062545809,24.16385446,0.122341809,25.18428646,20.09502669,3.969698439,0.14902978,0.425672153,0.904463517,0.437802926,1.553253093,0.312608877,1.563606819,2.270588869,2.496556456,1.299422169,0.025647122,33.20698857,0.059817085,1.422335153,0.794619952,0.01564653,0.13980692,0.893417508,1.822817068,0.014410992,3.510287447,61.144689,-138.582631,N/A,N/A,single species tree/shrub,,,
ABV_HAIN_0006_CA1,42.36612799,30.60050904,1.515007862,51.88346487,15.28222546,4.492072588,-27.33724763,-3.708413559,30.9760521,9.038508476,38.47212763,15.23029517,0.218728131,95.31026526,0.788558324,35.83818238,7.89675593,0.067548926,-0.360234721,5.449231265,29.67906591,0.046351356,28.32457474,10.9912003,2.637846098,0.152994651,0.386760664,1.091998208,0.465579566,1.437522411,0.320325359,1.853011127,2.495679744,1.253091016,1.460448316,0.027168856,20.4707458,0.051575018,1.469487725,0.922930281,0.01303802,0.156141439,0.843353575,2.173299698,0.0137716,2.621461098,61.145977,-138.575798,N/A,N/A,mixed species tree/shrub,,,
ABV_HAIN_0006_UN1,34.01969689,30.76707827,0.495091602,49.13033456,18.90666891,6.107403109,-23.54559457,-3.787870379,31.48698303,2.15453654,42.90718239,9.60937321,0.296696099,69.03875778,2.343480422,21.68627399,5.652567178,0.168745633,0.578073831,3.803557478,20.48024792,0.130281641,11.11784522,8.808579442,2.619608689,0.11014311,0.389007529,1.167579932,0.386155402,1.533230702,0.24975668,1.960909355,2.357512904,1.224885624,1.983854004,0.022436751,16.12993539,0.056868187,0.870867082,0.734546793,0.012915365,0.097825155,0.827773922,2.362248091,0.012257294,2.32051574,61.145977,-138.575798,N/A,N/A,mixed species tree/shrub,,,
ABV_HAIN_0007_UN1,5.375466122,36.81865759,1.443228221,50.81592081,12.8746668,6.54587494,-25.70531934,-3.257703811,21.39148333,5.651153033,44.48683495,4.708005649,0.302107721,31.17365805,2.309635616,26.53543642,5.320059614,0.160956601,0.662402028,4.37921638,19.87220462,0.100133252,16.86962619,20.2506651,4.34981839,0.123501172,0.386893605,1.290390436,0.441254348,1.366825736,0.361795246,1.845160342,1.846512584,2.653079785,1.705379906,0.03069625,40.87240748,0.05009303,1.194207252,0.687936146,0.01731069,0.124204171,0.752097991,1.335467635,0.015593373,3.439067897,,,,,,,,
ABV_HAIN_0008_PIEL,47.40667315,17.81884272,0.537586862,50.99529092,17.68575388,2.20971359,-22.47433873,-3.816926291,39.94390154,4.164887429,27.21218192,17.64545195,0.0997795,53.43294136,0.710338648,34.83013178,5.243406388,0.015079775,-0.249005217,5.003612697,23.47171592,-0.012503196,26.31898922,19.99261168,4.007029832,0.168130364,0.415233675,1.595036781,0.59995163,1.594763674,0.384677859,2.15719084,2.09919617,2.141211471,2.184702952,0.027761128,35.77021345,0.067600466,1.50339895,0.858971842,0.020865448,0.171519087,0.768300412,1.700342118,0.013377661,3.777187852,,,,,,,,
ABV_HAIN_0008_Sedgel,38.04074051,12.86793923,-0.274398241,44.86025669,22.69558152,4.996361043,-20.48809121,-3.064367996,26.42093193,0.968270663,44.76173985,0.932425721,0.173043677,-88.13703983,1.529848881,10.51254049,2.393673713,0.133040329,2.273445944,1.289609945,7.230650823,0.116090493,8.25443562,6.012922469,4.186321933,0.139310158,0.400837556,1.808325875,0.59694905,1.610557632,0.432547232,2.963009363,2.028742887,1.456847145,2.508092116,0.028536717,28.70416816,0.060378696,1.393204393,0.764025291,0.017078108,0.130947871,0.610706331,1.888376524,0.015880806,3.876808191,,,,,,,,
ABV_HAIN_0009_ARUV,50.17190374,33.52852667,0.906868649,58.23081112,10.33928896,3.904075446,-21.05843363,-3.371300403,24.450652,17.63587521,41.32431887,5.3351041,0.264037423,212.8743826,0.901985585,39.56409125,11.26757464,0.028924631,-0.977536427,6.332667114,38.36679632,0.017800466,26.75143778,12.56201917,3.909558745,0.260704617,0.773062495,2.228878567,0.610434374,1.530359498,0.446095539,4.092057912,2.636374253,2.25539743,3.114713842,0.050273915,36.66482623,0.099480565,2.354426263,0.806649837,0.02380076,0.263058483,0.480605561,2.039986749,0.017420801,4.51776509,,,,,,,,
ABV_HAIN_0009_CLIP,51.65912647,38.7998049,1.66701595,49.71910357,14.64643815,6.335549527,-25.96623915,-3.378541868,22.45613305,7.524729841,58.90826245,6.204472715,0.324464846,66.55029265,1.487641599,20.32825337,6.734769702,0.134335264,0.813968887,4.370059617,18.37496174,0.086351178,27.87900353,15.48026317,3.512652299,0.115490523,0.375745746,1.025240562,0.495219396,1.077630591,0.39118889,1.333451954,1.943817954,1.351628798,1.208723105,0.031193669,26.5511147,0.041197976,1.050593681,0.707202704,0.01538833,0.139360668,0.609268883,1.759418299,0.015135674,3.074964013,,,,,,,,
ABV_HAIN_0009_Elkhorn,-9.520768682,59.54417409,2.467374014,45.9224075,11.19183559,7.669858089,-26.96462934,-4.774429486,3.426928959,10.28309257,53.94027104,-10.2753248,0.502546126,-61.89596294,1.566935325,17.96780994,4.769593335,0.118101971,1.194433234,4.665449688,13.70215623,0.039226312,17.03882097,35.50559052,5.190892762,0.232834013,0.766777345,2.546224248,0.689197475,1.71402365,0.718796052,3.034870568,2.793301895,3.298728779,3.043196887,0.057330951,57.40316492,0.07215271,2.013706221,1.132577282,0.024634658,0.228859306,1.10261394,2.357444265,0.023901395,5.286297165,,,,,,,,
ABV_HAIN_0009_Grass,46.88469769,7.880541239,-0.083932501,45.66614381,24.01577479,5.067733195,-20.47783548,-2.909555268,29.98558441,1.035753359,44.38279786,2.599430923,0.165897771,-83.60078378,1.518513306,10.71583978,2.381377935,0.128355789,2.092790222,1.173276768,8.468891808,0.118893509,13.69629273,6.223462957,4.224298739,0.137286368,0.349064699,1.866895126,0.625268597,1.636830963,0.490464647,2.825763627,1.959432863,1.446122889,2.562078336,0.030458097,31.91850997,0.049632292,1.377833884,0.765538441,0.018765625,0.137614017,0.530676112,1.848088076,0.01700701,4.031029167,,,,,,,,
ABV_HAIN_0009_JUNI,19.89833032,50.62861549,1.967980789,51.29694315,16.05569558,3.321060524,-25.14749013,-2.724758053,31.86289113,2.278693893,54.75855528,13.22712206,0.283640474,66.63652398,0.884576737,15.48405925,4.673425846,0.082927154,0.198507499,5.648501965,9.562970163,0.056003928,24.87191426,15.63395719,5.953798272,0.15958667,0.504850434,1.643836961,0.689069557,1.495646427,0.363343319,2.207570185,2.719495552,2.518587494,1.695614095,0.039658644,39.76375459,0.073467414,1.374083453,0.900386436,0.021779988,0.199263068,0.911533783,2.511251917,0.021715364,5.149660009,,,,,,,,
ABV_HAIN_0009_SEDGEL,27.14906504,23.71602272,0.748480577,45.92706531,17.99621731,7.032010891,-23.66070914,-1.798676437,12.97351894,7.306082194,59.24862979,-3.518144464,0.244758755,-80.97761355,1.971872332,10.04442078,3.613686004,0.189013302,2.645533029,1.224997642,9.868595867,0.152252124,11.54403818,12.25512482,4.019915239,0.170393138,0.524018499,1.716273319,0.618241371,1.378100564,0.532037982,2.709163178,1.841048846,1.620260494,2.12179305,0.038132096,30.80079064,0.06259901,1.397363232,0.550030989,0.014195212,0.169566526,0.534035101,1.419949759,0.01633703,3.468623818,,,,,,,,
ABV_HAIN_0009_UNKI,-264.7195106,80.96570874,6.9115862,38.76497004,-17.37386666,15.86664445,-37.83159658,-9.782988685,-143.626161,62.60912348,109.8189706,-142.953844,0.827337993,-779.1242704,1.190524676,93.15084578,17.30847493,0.095878386,2.787915024,8.254662599,67.75674315,-0.274253549,8.596871769,124.9163471,22.42531674,0.986301084,4.065608254,14.25866257,3.212072323,7.633178573,3.999758741,18.27490387,11.76609032,13.4942371,16.12205674,0.237727881,236.7759023,0.424635797,9.633460922,3.593772326,0.117121751,1.089788477,3.007107577,11.51984605,0.139065663,20.2709267,,,,,,,,
ABV_HAIN_0010_ALNUS,15.27635372,29.01558419,1.557438441,51.428351,13.69974523,5.320320242,-25.71664491,-3.795704527,34.85483438,7.388460878,35.14441369,16.93397897,0.272485053,27.81785611,1.486791647,35.98578416,6.945553522,0.128642286,0.236785942,5.410790773,25.09500649,0.050510784,21.14760208,19.51749049,4.438043488,0.130364247,0.391866136,1.268564626,0.525473216,1.508041457,0.401596235,2.027328636,2.451104847,2.338104185,1.749355672,0.02369708,40.44751426,0.061878547,1.595178181,0.729714762,0.016328154,0.128037348,0.817725088,1.57270109,0.014171455,3.726217392,,,,,,,,
ABV_HAIN_0010_PIGL,32.93567687,19.55195935,0.944555518,54.05615209,15.14106741,2.282367699,-23.72624391,-2.881853678,37.60232213,10.24434291,29.75191225,17.86098813,0.097044582,91.71569881,0.664254478,37.35975318,6.917287868,0.023264702,-0.606405904,5.246136171,29.60672005,0.033316788,25.36497962,28.68453402,4.148951088,0.153327109,0.363511864,1.602632687,0.601324949,1.45686647,0.403387368,2.33423719,1.990809241,2.30189042,1.842879842,0.028261698,32.38914714,0.05336762,1.375838151,0.786138459,0.019221771,0.169354375,0.657515893,1.606245543,0.013147494,3.864711317,,,,,,,,
ABV_HAIN_0010_SHCA,35.25178727,37.39886618,0.95259372,49.9688356,16.50824483,7.303457039,-24.14581652,-2.768944004,23.85540979,4.497800038,46.45328811,5.212712205,0.322164541,125.6407866,3.027165399,21.68011085,4.287040456,0.165735508,0.590136517,3.307818338,18.40121508,0.127229403,16.70853295,25.77460714,4.407901966,0.173088453,0.422592898,1.313789962,0.515904861,1.362538297,0.326949568,1.977027306,1.966164827,2.617695066,1.747412138,0.03588513,38.83046571,0.074874238,1.404794315,0.763203529,0.020161865,0.157468316,0.596705742,1.565802898,0.018195661,3.927468326,,,,,,,,
ABV_HAIN_0010_VNK1,-46.02296125,36.8222847,2.668888202,51.63971487,7.38420604,6.390023801,-29.39728648,-2.627039282,6.609323212,4.200495272,41.457849,-2.991854103,0.372661417,-53.87009364,2.607303047,26.08650656,3.480471444,0.169579057,0.199026752,4.564561468,16.91591924,0.166389964,20.58922289,43.16926643,6.750800721,0.248036636,0.650888251,2.063030182,0.684660277,2.02286732,0.647931541,3.243597053,3.036811657,4.151159081,2.943213735,0.03999994,58.98231115,0.085887378,2.128027635,1.161530661,0.024356191,0.193759074,0.971091212,2.116361443,0.025048303,5.004013825,,,,,,,,
ABV_HAIN_0011_Grey,-235.5618943,87.99516803,6.579170512,37.3198128,-15.55310986,13.88453168,-31.61600606,-9.757931273,-125.1023086,58.66696482,101.1274758,-125.2066874,0.856718289,-696.6965208,0.440756954,94.05840288,17.48729711,0.043970685,2.477509837,9.080186315,66.24345959,-0.330252144,8.768092534,112.6296364,19.89080223,0.948855904,3.881648246,13.6669364,3.027219884,7.401848038,3.768273642,16.93519636,11.44240061,12.29025544,15.52393165,0.21931362,220.0377337,0.410646423,9.28791563,3.481251454,0.109467136,1.024231409,2.737724873,10.96626169,0.128095837,19.36856803,,,,,,,,
ABV_HAIN_0011_Olive,44.36044626,28.78060625,1.138509962,51.37473345,18.64891163,7.858328472,-25.81083646,-2.388258209,34.66759101,2.137033559,55.25330962,12.23260454,0.345295783,75.18100617,3.012999936,26.76512478,4.58694665,0.255034781,0.631620052,4.60591632,23.8467334,0.18634659,36.86072563,5.212067541,1.714999252,0.103778817,0.443930159,1.152560274,0.291953415,1.480092951,0.367712331,2.069679679,2.334506991,0.943565445,1.643952995,0.018818259,16.68179891,0.049031041,1.200652428,0.615917898,0.011174449,0.111244824,0.658533182,2.712778801,0.009399951,2.177823973,,,,,,,,
ABV_HAIN_0012_ARUV,39.13734274,31.10688267,1.018095781,54.43233871,7.53255078,3.520204439,-20.44989441,-4.556953939,20.8731891,15.19683438,35.02276584,3.645230217,0.222294763,123.4364258,0.742367035,42.5393336,10.46887622,0.006144545,-1.148600779,6.244498249,37.9557939,-0.018026214,24.40341734,14.04852367,3.978583099,0.213250259,0.721459781,1.820574301,0.644103847,1.663940647,0.394227644,2.915767169,2.986246921,1.98254424,2.600592122,0.042540282,36.27897741,0.088615067,2.073955229,0.957881231,0.022972082,0.241288878,0.725860398,2.136209566,0.015596036,3.764150596,,,,,,,,
ABV_HAIN_0012_BULK,10.84039243,39.20291006,0.948277576,48.37804845,11.72213972,7.972299358,-27.50887528,-2.212571364,6.969532729,8.274154778,60.81640849,-6.409777263,0.331228703,17.07642442,3.436872833,15.47160073,2.460664019,0.177372979,1.766088658,2.85069494,18.31200463,0.181887434,24.10305819,21.77795307,4.529120148,0.147838752,0.669416313,1.348933753,0.587629348,1.343519754,0.470884521,2.336414948,2.333255423,2.468066171,2.093134361,0.036987124,36.83170829,0.053478224,1.253492582,0.901452821,0.021146916,0.17203523,0.638532261,1.745939148,0.019942416,3.869124891,,,,,,,,
ABV_HAIN_0012_CAREXI,57.54685551,2.597320975,0.015075971,45.82576724,21.95406758,4.447885007,-20.69045491,-2.637701527,30.51288826,-2.251342854,41.9613518,3.563906462,0.132615929,-62.59028454,1.478980472,14.07326892,1.947786907,0.124189144,1.793590141,1.44365432,7.060338951,0.115736117,20.17871756,10.88989814,4.095008381,0.127488199,0.362999135,1.898287874,0.613831769,1.486805392,0.523568821,3.204014745,1.956100943,1.662410234,2.71889456,0.025373282,32.58274306,0.064194205,1.485033718,0.835115915,0.019282811,0.135151772,0.487847082,1.699502578,0.016992745,3.819183817,,,,,,,,
ABV_HAIN_0013_Betula,18.80842044,34.05896212,1.464911963,51.97804327,11.18824569,7.039292968,-25.45673791,-2.980302518,18.73769865,6.579864134,47.34970778,2.392479748,0.303421342,81.21324841,2.237888954,30.53728968,6.237542785,0.159724,0.379534031,4.116815697,25.67847625,0.12328125,24.10285558,19.84756625,4.721690451,0.162970849,0.405311944,1.172366747,0.507785612,1.537316538,0.398937145,2.116017352,1.880447276,2.72752171,1.724251536,0.038626266,44.44759212,0.069285589,1.743965977,0.756384577,0.021536185,0.190497154,0.64668476,1.654367608,0.017533574,4.095215718,,,,,,,,
ABV_HAIN_0013_POBA,22.80631044,27.28543946,1.277960487,52.74267518,14.19236829,5.974225134,-26.0436521,-3.422007628,37.14622004,9.937643175,38.0830641,17.37424056,0.221818029,67.70188636,1.970782561,37.10778657,6.913287881,0.134586035,0.174158959,5.001458395,28.15690506,0.068031025,23.29807338,15.79822332,4.508167192,0.137280917,0.414229082,1.283087083,0.500208315,1.60593642,0.390916518,2.189756378,2.418668196,2.343405156,1.74762007,0.027605889,40.49997968,0.066771031,1.722852253,0.693731913,0.018222285,0.145510305,0.703685513,1.624173492,0.015454436,3.763337698,,,,,,,,
ABV_HAIN_0013_Salix_Skinny,-213.3683081,75.46267993,6.104688645,41.35674236,-14.27869423,13.66931908,-34.21867795,-10.28515276,-115.0684651,58.97003185,96.93173961,-120.1293057,0.741424469,-632.1884691,0.379717297,97.923483,19.29975176,0.026127181,2.0434122,9.219603819,70.97791754,-0.335259192,9.633634004,105.9672866,20.12940976,0.934781221,3.809016093,13.43699831,2.961517212,7.21262024,3.660702741,16.67769769,10.98263262,11.84614054,15.23528903,0.20975458,214.7979752,0.390471693,9.201565803,3.36628492,0.105981545,1.005959467,2.651473906,10.86340585,0.123624955,18.90276374,,,,,,,,
ABV_HAIN_0013_SALIXFAT,71.01013768,21.24050394,1.036712375,51.45699022,19.54343068,6.706507182,-26.70911965,-3.859298103,39.76822975,4.759602311,46.46294749,14.76816296,0.300627481,105.1890405,1.75649134,33.78720023,6.873878962,0.183341394,0.688527163,5.116174141,25.46571391,0.095569611,32.6535534,13.05423915,2.362378516,0.108312296,0.358842784,1.544935187,0.395627581,1.315501301,0.40763598,2.24582276,2.159293041,1.332068704,2.010589156,0.020436795,22.50219987,0.053012423,1.320061999,0.588252365,0.01489238,0.112626838,0.598630861,2.307831641,0.013590735,2.677598756,,,,,,,,
ABV_HAIN_0014_Grass,81.63188276,23.13485098,0.549851122,43.75307987,24.78408321,5.055876891,-21.96700545,-3.981640177,41.09106333,-0.315949188,42.49001577,11.21435742,0.280699051,13.70904967,0.950433087,13.1511851,3.070666168,0.071034155,1.676771749,2.516693883,6.759462216,0.028846614,18.39880649,23.80512313,4.510708227,0.134197609,0.440704088,1.827492721,0.649232488,1.258742513,0.430196083,2.342015765,1.791041173,1.764332153,2.666856382,0.034143107,32.92997855,0.054170569,1.424765086,0.79554124,0.018817917,0.144332406,0.650379371,1.681843717,0.018536494,4.076389158,,,,,,,,
