Sample,t_mean_Carbon,t_mean_d15N,t_mean_Nitrogen,t_mean_Phosphorus,t_std_d15N,t_std_Nitrogen,,,,,,,,,,,,,,,,
ABV_SKAG_0000_CA1,51.90400529,-3.095837746,2.688868126,0.152583976,0.272126563,0.047673567,,,,,,,,,,,,,,,,
ABV_SKAG_0001_CA1,52.0665833,-2.065163863,3.417691684,0.192793247,0.294625241,0.04178739,,,,,,,,,,,,,,,,
ABV_SKAG_0002_CA1_C1,52.30137877,-2.907140431,1.301200869,0.078617532,0.327099644,0.051207015,,,,,,,,,,,,,,,,
ABV_SKAG_0002_CA1_C2,53.50259503,-3.845807564,1.376263239,0.041859632,0.314653828,0.04249525,,,,,,,,,,,,,,,,
ABV_SKAG_0002_CA2,51.83865658,-3.029003689,2.653094243,0.166099556,0.275111323,0.042705629,,,,,,,,,,,,,,,,
ABV_SKAG_0003_CA1,51.83493482,-4.587661839,1.22257467,0.108744489,0.248834275,0.035237856,,,,,,,,,,,,,,,,
ABV_SKAG_0003_CA3,55.90621097,-4.53067057,0.993610175,0.062479675,0.3505688,0.062460935,,,,,,,,,,,,,,,,
ABV_SKAG_0004_CA1,50.74735887,-3.038788463,3.146792795,0.21012243,0.200474524,0.038708344,,,,,,,,,,,,,,,,
ABV_SKAG_0005_CA1,49.92568451,-2.543372534,2.861352493,0.196769805,0.300494383,0.042868786,,,,,,,,,,,,,,,,
ABV_SKAG_0006_CA1,50.56055193,-3.066619386,2.26112654,0.171116274,0.395012208,0.057446365,,,,,,,,,,,,,,,,
ABV_SKAG_0006_CA2,49.82145685,-2.156174123,3.208929423,0.20010174,0.339162662,0.050597582,,,,,,,,,,,,,,,,
ABV_SKAG_0007_CA1,51.54188547,-3.519036936,2.198905316,0.105845438,0.392578553,0.057630964,,,,,,,,,,,,,,,,
ABV_SKAG_0009_CA1,51.83682458,-2.601623454,3.11539511,0.193908267,0.252419247,0.045295733,,,,,,,,,,,,,,,,
ABV_SKAG_0009_CA2,54.7551713,-3.856720687,2.350706089,0.104952037,0.545848227,0.131676577,,,,,,,,,,,,,,,,
ABV_SKAG_0010_CA1_C1,52.43086032,-3.851688916,0.961484797,0.058189473,0.442488418,0.058926728,,,,,,,,,,,,,,,,
ABV_SKAG_0010_CA1_C2,52.02041109,-3.811860892,1.361325484,0.083296198,0.333126809,0.041711341,,,,,,,,,,,,,,,,
ABV_SKAG_0011_CA1,49.79217787,-3.655296498,2.226146497,0.140187233,0.321029089,0.05690532,,,,,,,,,,,,,,,,
ABV_SKAG_0011_GR1,44.98597305,-3.336386007,1.607173825,0.149222119,0.447494475,0.051304445,,,,,,,,,,,,,,,,
ABV_SKAG_0012_GR1,46.81977877,-1.611785963,2.791888906,0.198680142,0.50634927,0.055138483,,,,,,,,,,,,,,,,
ABV_SKAG_0013_CA1,52.02643142,-5.366768761,0.97607078,0.062494103,0.265003466,0.039384138,,,,,,,,,,,,,,,,
ABV_SKAG_0014_GR1,44.54721981,-3.135502674,1.570915556,0.115860954,0.495676976,0.063453826,,,,,,,,,,,,,,,,
ABV_SKAG_0015_GR1,47.13321248,-4.355564568,2.099176259,0.195225726,0.435745295,0.056591075,,,,,,,,,,,,,,,,
ABV_SKAG_0016_CA1,50.77751556,-3.280638597,2.952002402,0.168010704,0.402048892,0.047376465,,,,,,,,,,,,,,,,
ABV_SKAG_0017_ALNUS-FINE,51.36746761,-3.002656091,2.991857411,0.16442116,0.363250613,0.053319959,,,,,,,,,,,,,,,,
ABV_SKAG_0017_ALNUS_COARSE,53.29518018,-2.542198015,3.331602388,0.195486712,0.517977921,0.100697461,,,,,,,,,,,,,,,,
ABV_SKAG_0017_SALIX,51.7410505,-3.129645049,2.771568275,0.22429093,0.378937429,0.04611607,,,,,,,,,,,,,,,,
ABV_SKAG_0018_MOSS,45.48448507,-5.54346011,0.853197248,0.074452393,0.617569464,0.115704518,,,,,,,,,,,,,,,,
ABV_SKAG_0018_PISI,52.79695724,-3.091052375,0.90520403,0.037262949,0.314421869,0.063100765,,,,,,,,,,,,,,,,
ABV_SKAG_0019_ASI_MID,51.59774656,-3.808601969,0.821060059,0.020897906,0.271796105,0.050840955,,,,,,,,,,,,,,,,
ABV_SKAG_0019_PISI_SHORT,38.04655486,-9.755990897,-0.289358249,-0.04344387,3.4611306,0.454243325,,,,,,,,,,,,,,,,
ABV_SKAG_0020_BULK,44.95730616,-4.185365857,2.413623104,0.098725818,0.692668317,0.080033797,,,,,,,,,,,,,,,,
ABV_SKAG_0020_Grass,44.99596889,-4.039434904,1.226015303,0.093115332,0.448128912,0.047274795,,,,,,,,,,,,,,,,
ABV_SKAG_0020_SKAG2041,26.12350992,-8.166425351,0.353460454,0.146581319,3.669405507,0.53964897,,,,,,,,,,,,,,,,
ABV_SKAG_0021_SKAG2141,45.26307632,-1.96828487,2.082184788,0.151636034,0.532064242,0.067366926,,,,,,,,,,,,,,,,
ABV_SKAG_0021_SKAG21u2,26.16233331,-4.606211065,1.466424788,0.222141156,3.930120461,0.620979239,,,,,,,,,,,,,,,,
ABV_SKAG_0021_SKAG21U3,47.10774937,-2.518688031,2.622196051,0.255746424,0.451667915,0.077902739,,,,,,,,,,,,,,,,
ABV_SKAG_0022_BULK,43.87860259,-2.599664218,2.681422044,0.147708539,0.563207745,0.073599675,,,,,,,,,,,,,,,,
ABV_SKAG_0022_GRASS_NARROW,44.37819804,-2.980440273,1.636316369,0.087967375,0.40180728,0.053340471,,,,,,,,,,,,,,,,
ABV_SKAG_0022_SKAG2141,45.6860661,-3.386854951,1.507560858,0.091350756,0.42883151,0.053102759,,,,,,,,,,,,,,,,
ABV_SKAG_0022_SKAG21u3,27.00816876,-7.753046081,0.794747611,0.1738158,3.741039553,0.565670854,,,,,,,,,,,,,,,,
ABV_SKAG_0023_Firewood,47.67759147,-3.81299339,1.519659971,0.133162902,0.551749802,0.08036991,,,,,,,,,,,,,,,,
ABV_SKAG_0023_ROSE,48.86119484,-3.219584381,2.205860347,0.120183861,0.527476185,0.075980989,,,,,,,,,,,,,,,,
ABV_SKAG_0023_SKAG-21U4,43.1612603,-3.884163922,1.019875763,0.092294904,0.466633882,0.044076986,,,,,,,,,,,,,,,,
ABV_SKAG_0023_THICK,45.533448,-3.579366537,1.410774831,0.185553797,0.560391075,0.059679935,,,,,,,,,,,,,,,,
ABV_SKAG_0024_SKAG-2441,45.21180282,-2.012238855,2.546390425,0.136799133,0.479038903,0.057995197,,,,,,,,,,,,,,,,
ABV_SKAG_0024_SKAG24u3,27.18540641,-7.755334456,1.278590201,0.148096067,3.532645791,0.493160015,,,,,,,,,,,,,,,,
ABV_SKAG_0025_KELP,41.36795148,-1.135896164,2.23822326,0.138434797,1.530743452,0.300797553,,,,,,,,,,,,,,,,
ABV_SKAG_0025_SKAG25U1,45.17575365,-1.581114962,2.472143641,0.143531966,0.53914263,0.065641678,,,,,,,,,,,,,,,,
ABV_SKAG_0025_SKAG25U2,45.56313942,-0.542559482,3.363521614,0.250275785,0.615541877,0.119637995,,,,,,,,,,,,,,,,
ABV_SKAG_0026_SKAG-2641,45.38963027,-2.652975353,2.392439447,0.206796598,0.64826928,0.0959426,,,,,,,,,,,,,,,,
ABV_SKAG_0027_BULK,43.42946549,-2.716622331,1.996092046,0.143008571,0.53156568,0.074398161,,,,,,,,,,,,,,,,
ABV_SKAG_0027_KELP,43.32811212,-2.939097027,0.671256853,0.185287084,1.369825892,0.297295286,,,,,,,,,,,,,,,,
ABV_SKAG_0027_SKAG27U1,47.34999748,-2.038419524,2.445216072,0.242506311,0.73897487,0.111743536,,,,,,,,,,,,,,,,
ABV_SKAG_0027_SKAG27U2,45.79389559,-1.893110405,1.967549601,0.144351597,0.701496194,0.120995924,,,,,,,,,,,,,,,,
ABV_SKAG_0028_Lichen,44.14305226,-5.753965777,0.887249589,0.050611243,0.752207085,0.162708571,,,,,,,,,,,,,,,,
ABV_SKAG_0028_LICHEN,41.04193931,-7.804582345,0.645021093,0.015815394,0.980011703,0.143377834,,,,,,,,,,,,,,,,
ABV_SKAG_0028_PIBA,53.78103182,-4.286626496,1.050769752,0.084277352,0.271250401,0.04352702,,,,,,,,,,,,,,,,
ABV_SKAG_0029_Moss,44.72982595,-6.674428428,0.159540907,0.007048061,0.801780839,0.119530175,,,,,,,,,,,,,,,,
ABV_SKAG_0029_PIBA,53.06695458,-3.777329074,1.107481035,0.071658227,0.251171003,0.049458792,,,,,,,,,,,,,,,,
ABV_SKAG_0029_TSUGA,53.68011037,-4.640905323,1.283150273,0.061446188,0.247408691,0.038354297,,,,,,,,,,,,,,,,
ABV_SKAG_0030_Betula,53.41022363,-2.438255453,2.540982441,0.158317057,0.311171442,0.051022238,,,,,,,,,,,,,,,,
ABV_SKAG_0030_P1S1,54.96822222,-2.437594153,1.086163517,0.028978703,0.297377296,0.055537078,,,,,,,,,,,,,,,,
ABV_SKAG_0030_P1S1-Top,51.50103916,-3.571575986,1.072953092,0.052344586,0.285534005,0.046563909,,,,,,,,,,,,,,,,
ABV_SKAG_0030_POTRI,52.81893514,-2.431192615,2.400136285,0.157083603,0.322949117,0.047923284,,,,,,,,,,,,,,,,
ABV_SKAG_0030_SKAG30U1,48.37029852,-4.071026885,1.971482659,0.152931787,0.490407101,0.061804577,,,,,,,,,,,,,,,,
ABV_SKAG_0030_U2,50.65777259,-3.170952221,2.292515593,0.25218858,0.628292282,0.099661422,,,,,,,,,,,,,,,,
ABV_SKAG_0031_31U1,50.52350947,-3.734521355,2.024296647,0.181689884,0.543795925,0.051262528,,,,,,,,,,,,,,,,
ABV_SKAG_0031_BETULA,52.43386635,-2.711011261,2.535621975,0.168448837,0.334045881,0.047657729,,,,,,,,,,,,,,,,
ABV_SKAG_0031_POTRI,53.36960482,-2.747300151,2.480827151,0.161605652,0.310322631,0.048726504,,,,,,,,,,,,,,,,
ABV_SKAG_0031_SKAG30U1,49.26214655,-3.832146784,2.255440394,0.162679155,0.508722972,0.061594357,,,,,,,,,,,,,,,,
ABV_SKAG_0032_Moss,46.85747349,-4.975009778,0.497219805,0.060458893,0.676501286,0.121025129,,,,,,,,,,,,,,,,
ABV_SKAG_0032_P1S1,51.74910146,-4.479359674,0.825933409,0.027569884,0.262038069,0.046736522,,,,,,,,,,,,,,,,
ABV_SKAG_0033_TSHET,54.69371406,-5.161989184,0.979182717,0.03882248,0.309924745,0.049724329,,,,,,,,,,,,,,,,
ABV_SKAG_0034_TSMER,54.2484716,-4.355184416,0.873637858,0.022431227,0.288479211,0.049200658,,,,,,,,,,,,,,,,
ABV_SKAG_0035_TSHET,53.65175271,-5.373029595,0.963680998,0.036592301,0.308852866,0.04053898,,,,,,,,,,,,,,,,
ABV_SKAG_0036_P1S1,52.47532324,-4.469537596,0.813886707,0.010693814,0.269186306,0.049034963,,,,,,,,,,,,,,,,
ABV_SKAG_0037_37U1,47.49325368,-2.508835349,3.364450413,0.300476032,0.549506102,0.054167575,,,,,,,,,,,,,,,,
ABV_SKAG_0037_POTRI,53.59879569,-2.630145917,2.38692491,0.156764263,0.390609712,0.056677658,,,,,,,,,,,,,,,,
ABV_SKAG_0038_PISI,33.42445079,-9.039112986,0.018857556,0.001833452,3.335576054,0.467218842,,,,,,,,,,,,,,,,
ABV_SKAG_0038_TSHET,53.38132003,-5.325006789,0.920208984,0.039367348,0.288881637,0.047124689,,,,,,,,,,,,,,,,
ABV_SKAG_0039_BETULA,53.3539668,-2.945657242,2.62569996,0.155568703,0.295332835,0.046668196,,,,,,,,,,,,,,,,
ABV_SKAG_0040_POTRI,50.91982889,-2.712768675,2.624492689,0.18525032,0.293649148,0.04150062,,,,,,,,,,,,,,,,
ABV_SKAG_0042_HorseTail,44.40686914,-1.157388679,3.049645364,0.21446014,0.571255824,0.083187042,,,,,,,,,,,,,,,,
ABV_SKAG_0043_SALIX,52.70372248,-2.74613633,2.106599862,0.124757824,0.327812585,0.062195918,,,,,,,,,,,,,,,,
ABV_SKAG_0044_TSMER,54.93151022,-3.4263896,1.011094211,0.041709591,0.259793596,0.049621638,,,,,,,,,,,,,,,,
ABV_SKAG_0045_TSMER,54.56049927,-3.655180769,1.024150384,0.04157897,0.286921027,0.053538828,,,,,,,,,,,,,,,,
ABV_SKAG_0046_ALNUS,55.51505295,-1.528929152,3.156005382,0.165135225,0.415381782,0.073022563,,,,,,,,,,,,,,,,
ABV_SKAG_0047_ABLA_NEW,52.97606923,-3.869241897,1.167685602,0.063843879,0.253401708,0.057577823,,,,,,,,,,,,,,,,
ABV_SKAG_0047_ABLA_OLD,53.16879028,-4.282971927,1.049377984,0.075288839,0.23175847,0.039925707,,,,,,,,,,,,,,,,
ABV_SKAG_0047_ALBA-REGEN,56.49982252,-3.53760507,1.160654625,0.047453973,0.327382365,0.058505047,,,,,,,,,,,,,,,,
ABV_SKAG_0047_VACC,51.07224484,-2.879140281,2.657302151,0.160179264,0.289871762,0.043625497,,,,,,,,,,,,,,,,
ABV_UNBE_0050_RUBCHA,50.67802716,-3.890488745,2.019062767,0.117980835,0.35704098,0.08115781,,,,,,,,,,,,,,,,
ABV_UNBS_0050_LEDPAL,55.89151899,-3.786515943,1.930930881,0.098180955,0.353618319,0.058913891,,,,,,,,,,,,,,,,
ABV_WHIT_0000_CA1,53.31795937,-4.115192202,1.406090338,0.067988424,0.33910572,0.052095124,,,,,,,,,,,,,,,,
ABV_WHIT_0001_CA1,52.25958746,-3.202520878,3.068177944,0.179297349,0.250666085,0.044148229,,,,,,,,,,,,,,,,
ABV_WHIT_0002_CA1,51.79267751,-3.910061588,2.233827997,0.094390167,0.371751282,0.059155649,,,,,,,,,,,,,,,,
ABV_WHIT_0002_UN1,51.09629884,-3.23221787,2.850486918,0.17424328,0.222895042,0.036686989,,,,,,,,,,,,,,,,
ABV_WHIT_0002_UN2,48.96386664,-2.406549691,2.519375295,0.219707069,0.316177534,0.039133781,,,,,,,,,,,,,,,,
ABV_WHIT_0003_GR1,44.00519454,-3.98242073,1.750270567,0.163483255,0.4345343,0.066890469,,,,,,,,,,,,,,,,
ABV_WHIT_0003_GR2,43.31852558,-6.699844441,1.012176452,0.050419793,0.804155316,0.132576988,,,,,,,,,,,,,,,,
ABV_WHIT_0004_CA1_C1,52.10738091,-3.605845199,1.662404278,0.0953241,0.327021904,0.045496071,,,,,,,,,,,,,,,,
ABV_WHIT_0004_CA1_C2,54.10281149,-4.265115457,1.505520277,0.081721615,0.215696662,0.034657922,,,,,,,,,,,,,,,,
ABV_WHIT_0005_CA1,49.23322553,-2.646176658,2.546096002,0.151474434,0.29347909,0.046536099,,,,,,,,,,,,,,,,
ABV_WHIT_0006_CA1,49.58854682,-3.359842852,0.899585824,0.085946825,0.26744807,0.053077916,,,,,,,,,,,,,,,,
ABV_WHIT_0007_CA1,51.15973622,-3.509270846,1.765474425,0.122240618,0.263650854,0.036111602,,,,,,,,,,,,,,,,
ABV_WHIT_0008_CA1,51.60681105,-3.379233092,2.07765959,0.110388353,0.264195582,0.049509255,,,,,,,,,,,,,,,,
ABV_WHIT_0009_GR1,48.5779437,-2.416141839,2.597258843,0.203291317,0.262656848,0.046314646,,,,,,,,,,,,,,,,
ABV_WHIT_0010_CA1,51.01622045,-1.993366862,2.670982311,0.185858101,0.249177005,0.041214969,,,,,,,,,,,,,,,,
ABV_WHIT_0010_GR1,47.34474493,-2.624548368,2.701328709,0.271723338,0.306718386,0.053630782,,,,,,,,,,,,,,,,
ABV_WHIT_0010_GR2,48.09298432,-3.564292984,1.700797717,0.154349184,0.311694789,0.051613401,,,,,,,,,,,,,,,,
ABV_WHIT_0011_GR1,43.791984,-2.197137525,1.785689209,0.196207927,0.365317575,0.04756988,,,,,,,,,,,,,,,,
ABV_WHIT_0012_CA1_C1,51.94730359,-3.956275936,1.155541903,0.096085947,0.236904175,0.042370158,,,,,,,,,,,,,,,,
ABV_WHIT_0012_CA1_C2,53.27316177,-3.999480671,1.348145396,0.105960218,0.228575892,0.031581619,,,,,,,,,,,,,,,,
ABV_WHIT_0012_GR1,45.91219459,-1.920143675,2.774323182,0.282462478,0.301383881,0.041227423,,,,,,,,,,,,,,,,
ABV_WHIT_0014_LICHEN,36.40335143,-6.826596567,0.038552011,-0.063384253,0.933462208,0.152399566,,,,,,,,,,,,,,,,
ABV_WHIT_0014_SERRATED,51.26286742,-3.221832752,1.905322074,0.160648016,0.335921286,0.053302337,,,,,,,,,,,,,,,,
ABV_WHIT_0015_BETULA,53.42064752,-2.8251176,2.660194248,0.172687402,0.35234764,0.051150163,,,,,,,,,,,,,,,,
ABV_WHIT_0015_SALIX,52.52614283,-3.222012256,2.233943528,0.172714879,0.384909893,0.053851407,,,,,,,,,,,,,,,,
ABV_WHIT_0016_Betula,52.85526783,-3.154019646,2.753399468,0.174244909,0.410332991,0.053314117,,,,,,,,,,,,,,,,
ABV_WHIT_0016_SALIX,52.16265375,-3.022988972,2.088988455,0.156246657,0.372748497,0.057888838,,,,,,,,,,,,,,,,
ABV_WHIT_0017_POBA,51.95278087,-1.442494389,3.49469888,0.203487914,0.590530144,0.053857948,,,,,,,,,,,,,,,,
ABV_WHIT_0018_ASPEN,52.1252886,-2.721409575,3.270097172,0.1613439,0.533562988,0.050392073,,,,,,,,,,,,,,,,
ABV_WHIT_0019_PIBA,53.74233706,-4.387370588,1.086381008,0.065413863,0.214211914,0.042823186,,,,,,,,,,,,,,,,
ABV_WHIT_0022_PIGL,52.13992649,-2.726189053,0.955887023,0.105473893,0.26141152,0.043118686,,,,,,,,,,,,,,,,
ABV_WHIT_0024_Betula,52.89878163,-3.176121477,2.213187446,0.132189988,0.256537744,0.035772054,,,,,,,,,,,,,,,,
ABV_WHIT_0024_Labtea,54.2368918,-4.443283261,1.408251457,0.104645528,0.367787499,0.068026921,,,,,,,,,,,,,,,,
ABV_WHIT_0024_SALIX,52.80728541,-4.084929509,1.967674556,0.096874625,0.369953715,0.058113948,,,,,,,,,,,,,,,,
ABV_WHIT_0025_ABLA,55.15905743,-3.281768053,1.60287004,0.070892379,0.288866197,0.045676779,,,,,,,,,,,,,,,,
ABV_WHIT_0025_ASPEN,52.15607056,-2.893573642,2.674296938,0.103719818,0.511682027,0.051544497,,,,,,,,,,,,,,,,
ABV_WHIT_0025_HairyLichen,44.05632709,-9.130079229,-1.484979503,-0.289971768,2.392386278,0.423816366,,,,,,,,,,,,,,,,
ABV_WHIT_0027_LICHEN,42.91614263,-6.552303368,0.779340782,0.039984471,0.843903216,0.147232221,,,,,,,,,,,,,,,,
ABV_WHIT_0027_PIBA,54.13617304,-3.586937241,1.405066815,0.095002953,0.201826737,0.040335578,,,,,,,,,,,,,,,,
ABV_WHIT_0028_ABLA-NEW,53.12612363,-2.791295269,1.563250029,0.114640905,0.196352459,0.044969137,,,,,,,,,,,,,,,,
ABV_WHIT_0028_ABLA_OLD,53.290536,-2.684740226,1.023531916,0.070015763,0.239875968,0.062798544,,,,,,,,,,,,,,,,
ABV_WHIT_0029_PILO,56.17233462,-2.803773061,1.247721625,0.085214195,0.234476478,0.040463468,,,,,,,,,,,,,,,,
ABV_WHIT_0029_SALIX,51.74692793,-3.622272506,1.772311629,0.076015053,0.344823357,0.073149221,,,,,,,,,,,,,,,,
ABV_WHIT_0030_ASPEN,52.9192305,-3.708706338,2.314665895,0.099864085,0.318078531,0.046203369,,,,,,,,,,,,,,,,
ABV_WHIT_0030_PILO,54.88470439,-3.221601406,1.253365232,0.097222525,0.230778785,0.038575711,,,,,,,,,,,,,,,,
ABV_WHIT_0031_BULK,44.77611652,-2.222866334,1.705199856,0.166229394,0.387180885,0.048632452,,,,,,,,,,,,,,,,
ABV_WHIT_0032_Aspen,51.87304518,-2.138187551,2.716314358,0.16576048,0.269444215,0.043757983,,,,,,,,,,,,,,,,
ABV_WHIT_0032_BULK,49.6064647,-2.702346482,1.950274279,0.160504323,0.221232289,0.03893363,,,,,,,,,,,,,,,,
ABV_WHIT_0033_BULK,48.18789197,-2.194950096,2.799900316,0.214722426,0.282072877,0.039381763,,,,,,,,,,,,,,,,
ABV_WHIT_0033_MOSS,45.75258399,-5.342768088,0.681478079,0.084685548,0.675146259,0.102132926,,,,,,,,,,,,,,,,
ABV_WHIT_0033_PIGL,52.30640874,-2.311049759,0.84991712,0.101140498,0.270128752,0.044629417,,,,,,,,,,,,,,,,
ABV_WHIT_0034_ABLA,55.62351918,-2.929954178,1.044795195,0.059277927,0.267595787,0.052776486,,,,,,,,,,,,,,,,
ABV_WHIT_0034_MOSS,45.17957304,-5.160342038,0.793344527,0.124142695,0.612577289,0.088430865,,,,,,,,,,,,,,,,
ABV_WHIT_0034_PIGL,51.25435706,-3.517111144,1.117773301,0.110475387,0.300263137,0.042808958,,,,,,,,,,,,,,,,
ABV_WHIT_0035_BEGL,53.93015553,-2.478820228,2.907840906,0.173923796,0.237452409,0.039880321,,,,,,,,,,,,,,,,
ABV_WHIT_0036_SALIX,51.497462,-3.057086255,2.202719836,0.162150922,0.264027095,0.041447181,,,,,,,,,,,,,,,,
ABV_WHIT_0037_BULK,48.43623877,-2.898791982,2.37200455,0.139280061,0.254746384,0.048635161,,,,,,,,,,,,,,,,
ABV_WHIT_0037_DRYAS,50.65254779,-3.375640985,2.266239764,0.170763421,0.30187017,0.047193739,,,,,,,,,,,,,,,,
ABV_WHIT_0037_Grass,43.57460768,-3.341169015,1.471856903,0.162317952,0.489238714,0.059725048,,,,,,,,,,,,,,,,
ABV_WHIT_0038_BULK,44.28463419,-3.860152869,1.429336236,0.099109499,0.412919396,0.069635021,,,,,,,,,,,,,,,,
ABV_WHIT_0038_DRYAS,31.52960376,-7.953319215,0.938938656,0.115979812,3.600070481,0.529760162,,,,,,,,,,,,,,,,
ABV_WHIT_0046_Abla-New,55.04370957,-1.834986466,1.643583431,0.108280066,0.342477135,0.057792044,,,,,,,,,,,,,,,,
ABV_WHIT_0046_ABLA_OLD,54.85187751,-3.437759202,1.140777954,0.044879421,0.292966785,0.059670457,,,,,,,,,,,,,,,,
ABV_WHIT_0046_BEGL,54.22713731,-1.831794378,3.126638454,0.183677001,0.208500806,0.043225821,,,,,,,,,,,,,,,,
ABV_WHIT_0046_SALIX,51.88621116,-3.655833074,1.93751346,0.110752128,0.294723388,0.056541402,,,,,,,,,,,,,,,,
ABV_WHIT_0046_SALIX_LONG,51.434089,-3.115250062,2.067279338,0.141327805,0.278605477,0.050294317,,,,,,,,,,,,,,,,
ABV_WHIT_0047_DARK,53.11143282,-2.807188346,2.159067801,0.131999218,0.313057753,0.06204274,,,,,,,,,,,,,,,,
ABV_WHIT_0047_SALIX-LITE,51.05684582,-3.770688612,2.118183646,0.109029227,0.332605092,0.057812338,,,,,,,,,,,,,,,,
ATQA_001_7mm,49.42896602,0.936524585,3.151709945,0.182805308,0.395166642,0.047174317,,,,,,,,,,,,,,,,
ATQA_001_NPV_7m,43.40050135,-3.155673901,0.221343881,0.012569954,0.80184546,0.11304947,,,,,,,,,,,,,,,,
ATQA_002_7m,48.83814101,0.671333457,2.962828272,0.1750156,0.477541643,0.048351351,,,,,,,,,,,,,,,,
ATQA_003_7m,53.82895271,-2.905979437,1.719357804,0.05732488,0.516953296,0.088612193,,,,,,,,,,,,,,,,
ATQA_004_7m,49.5147133,-3.342331197,1.846527511,0.11574403,0.419569069,0.063676961,,,,,,,,,,,,,,,,
ATQA_005_7m,49.1162594,0.635989952,2.822624694,0.162568609,0.436846172,0.051045895,,,,,,,,,,,,,,,,
ATQA_005_NPV_7m,43.71918511,-3.517184216,0.360859384,0.027968556,0.75534941,0.094042489,,,,,,,,,,,,,,,,
ATQA_006_7m,53.35022517,-3.02164353,1.883917221,0.124840208,0.363348862,0.06928284,,,,,,,,,,,,,,,,
ATQA_007_7m,51.49198073,-0.322695651,2.630883307,0.148159528,0.268621133,0.048423418,,,,,,,,,,,,,,,,
ATQA_007_NPV_7m,43.93162498,-3.223491362,0.313484719,0.008966244,0.849172089,0.124157799,,,,,,,,,,,,,,,,
ATQA_008_7m,50.8782962,-2.272347466,2.092447224,0.140172391,0.220370034,0.052443862,,,,,,,,,,,,,,,,
ATQA_008_NPV_7m,47.79620821,-3.142714142,0.171606791,0.001368866,1.04585313,0.14940845,,,,,,,,,,,,,,,,
ATQA_009_7m,47.4844686,-0.238239453,2.43807577,0.149297625,0.434340112,0.054202886,,,,,,,,,,,,,,,,
ATQA_009_NPV_7m,43.20053517,-3.764738063,0.240886205,0.020160502,0.74071957,0.094481597,,,,,,,,,,,,,,,,
ATQA_010_7m,54.08895709,-1.468979117,3.130347295,0.194926611,0.333398813,0.088340715,,,,,,,,,,,,,,,,
ATQA_011_7m,46.73313044,-3.249164569,1.598706571,0.09995945,0.476487539,0.083584912,,,,,,,,,,,,,,,,
ATQA_012_CAAQ,48.14399851,-0.217231463,2.853520947,0.188277125,0.500638194,0.060536076,,,,,,,,,,,,,,,,
ATQA_012_COPA,48.95176648,-2.651499567,3.079077022,0.174878199,0.403891406,0.060280134,,,,,,,,,,,,,,,,
ATQA_012_DwarfSalix,54.62852615,-2.049969413,3.2743864,0.170409691,0.394899992,0.096832093,,,,,,,,,,,,,,,,
ATQA_012_Sphagnum,46.11671703,-4.642344448,1.470387461,0.210134644,0.767631548,0.081555332,,,,,,,,,,,,,,,,
ATQA_013_Equisetum,47.06239651,-2.136932686,3.052103838,0.197752348,0.541578379,0.074596274,,,,,,,,,,,,,,,,
ATQA_013_PEFR,49.61638208,-1.690425829,3.456631121,0.229717743,0.431383456,0.061335701,,,,,,,,,,,,,,,,
ATQA_013_Salix,54.76755139,-2.176541019,2.61182914,0.115384088,0.394401186,0.109286833,,,,,,,,,,,,,,,,
ATQA_013_Sedge,47.91590483,-0.606187806,3.057733153,0.163056099,0.4083985,0.049495818,,,,,,,,,,,,,,,,
ATQA_014_7m,50.62932682,-2.806566029,1.913106344,0.077375704,0.278070663,0.059820358,,,,,,,,,,,,,,,,
ATQA_015_7m,50.48741442,-2.546230327,2.190847014,0.126559108,0.286398051,0.046408289,,,,,,,,,,,,,,,,
ATQA_016_7m,50.11060646,-2.653100015,1.805625347,0.096978353,0.263661994,0.055429117,,,,,,,,,,,,,,,,
ATQA_017_7m,48.29626033,-1.206339764,2.78429911,0.196148158,0.37878198,0.050985747,,,,,,,,,,,,,,,,
ATQA_018_7m,47.17875141,-2.114055329,2.029582885,0.100925111,0.313463123,0.057399948,,,,,,,,,,,,,,,,
ATQA_018_NPV_7m,43.4539935,-3.61544121,0.086350646,0.015976968,0.911143151,0.134333928,,,,,,,,,,,,,,,,
BARR_001_7m,48.75588911,0.336912603,3.318313779,0.213456397,0.447060177,0.053163965,,,,,,,,,,,,,,,,
BARR_002_7m,47.03665754,-0.768107113,2.836989218,0.220983439,0.527391708,0.04793322,,,,,,,,,,,,,,,,
BARR_003_7m,48.50558919,-0.220595229,2.988567576,0.199425772,0.343909551,0.048905255,,,,,,,,,,,,,,,,
BARR_003_NPV_7m,44.09688709,-2.838997269,0.669937417,0.094872938,0.680274068,0.088047463,,,,,,,,,,,,,,,,
BARR_004_7m,47.60573488,0.169268521,2.67223206,0.224844115,0.49162858,0.053646394,,,,,,,,,,,,,,,,
BARR_005_7m,48.87414517,0.75446301,3.572759161,0.228510522,0.528966805,0.057748044,,,,,,,,,,,,,,,,
BARR_005_NPV_7m,44.50173763,-3.012165385,0.561780719,0.055398129,0.707284011,0.084193459,,,,,,,,,,,,,,,,
BARR_006_Moss5_TooSmal,41.94230963,-3.859756823,1.491163344,0.127661987,0.66022146,0.102129604,,,,,,,,,,,,,,,,
BARR_006_S1_7m,48.44255001,0.692101378,3.336848908,0.229437247,0.503185984,0.052768212,,,,,,,,,,,,,,,,
BARR_006_Spagnum_7m,46.82827462,-3.377071937,1.495526284,0.243600328,0.708947239,0.082189454,,,,,,,,,,,,,,,,
