Sample,t_mean_Carbon,t_mean_d15N,t_mean_Nitrogen,t_mean_Phosphorus,t_std_d15N,t_std_Nitrogen,,,,,,,,,,,,,,,,
ABV_HAIN_0029_GR1,47.45963448,-3.162519769,2.662033421,0.133612492,0.521927499,0.066267562,,,,,,,,,,,,,,,,
ABV_HAIN_00290_WORT,49.58035035,-5.597378426,2.037070992,0.008360604,1.804903417,0.247410472,,,,,,,,,,,,,,,,
ABV_HAIN_0030_Grass,44.5939028,-2.747467691,1.695701521,0.2041583,0.454327595,0.048678494,,,,,,,,,,,,,,,,
ABV_HAIN_0030_MIX,45.98336755,-1.563310935,2.723771953,0.232702591,0.317364762,0.036520327,,,,,,,,,,,,,,,,
ABV_HAIN_0031_GR1,45.53293797,-2.890849805,2.283682363,0.116011332,0.303116877,0.094872445,,,,,,,,,,,,,,,,
ABV_HAIN_0031_Grass,42.87275875,-3.37314752,0.699522418,0.054152453,0.516619432,0.063683456,,,,,,,,,,,,,,,,
ABV_HAIN_0031_SAGE,48.85087558,-3.311836481,1.666112163,0.201767355,0.432121953,0.051075716,,,,,,,,,,,,,,,,
ABV_HAIN_0032_HAIN3243,42.82923855,-4.718701337,0.96041079,0.04793472,0.415346802,0.066591133,,,,,,,,,,,,,,,,
ABV_HAIN_0032_HAIN32U1,46.42223771,-2.238383754,2.995259273,0.250682981,0.368397056,0.066066152,,,,,,,,,,,,,,,,
ABV_HAIN_0032_VETCH,49.94553822,-1.62996363,3.478621751,0.221977762,0.42782893,0.059428755,,,,,,,,,,,,,,,,
ABV_HAIN_0033_PIGL,52.62820811,-2.910920319,0.901118376,0.056731706,0.341502102,0.047007022,,,,,,,,,,,,,,,,
ABV_HAIN_0033_SALIX,50.2182415,-3.463279807,2.268864252,0.145895246,0.324866445,0.048137881,,,,,,,,,,,,,,,,
ABV_HAIN_0034_FIRE_FLOWER,47.21338575,-2.614071044,1.800088161,0.249846098,0.485381465,0.073462312,,,,,,,,,,,,,,,,
ABV_HAIN_0034_FIREWEED,49.24316437,-2.337079958,2.761852493,0.218419258,0.32362451,0.065985215,,,,,,,,,,,,,,,,
ABV_HAIN_0034_Grass,32.14341229,-8.647932501,0.012012703,0.030875776,3.343671949,0.402759183,,,,,,,,,,,,,,,,
ABV_HAIN_0034_SaLIX,38.00232441,-9.186691903,0.74188442,0.068052916,3.755864004,0.425526232,,,,,,,,,,,,,,,,
ABV_HAIN_0036_Lichen,42.17140116,-5.703262694,0.705027698,0.019265824,0.900096601,0.177777525,,,,,,,,,,,,,,,,
ABV_KENA_0000_CA1,54.45296815,-1.904363773,1.064928703,0.067051826,0.366303258,0.059597159,,,,,,,,,,,,,,,,
ABV_KENA_0000_CA2,52.82474852,-1.407257204,2.733929102,0.19627944,0.279929125,0.049341791,,,,,,,,,,,,,,,,
ABV_KENA_0001_GR,53.82572166,-3.464343734,1.85002199,0.099201306,0.317072918,0.049350463,,,,,,,,,,,,,,,,
ABV_KENA_0001_GR1,53.96802661,-3.425022843,1.782413606,0.106472655,0.330643972,0.048042021,,,,,,,,,,,,,,,,
ABV_KENA_0002_CA1,51.72252814,-1.436886267,3.181414102,0.213902903,0.222986367,0.037821487,,,,,,,,,,,,,,,,
ABV_KENA_0003_GR1,49.05339551,-2.696425334,2.365480066,0.230114398,0.323496031,0.064818894,,,,,,,,,,,,,,,,
ABV_KENA_0004_CA1,52.428855,-1.370364924,3.515566546,0.201322571,0.246617972,0.049777503,,,,,,,,,,,,,,,,
ABV_KENA_0004_CA2,51.10194546,-1.99353007,1.166927602,0.105682282,0.293192351,0.049626215,,,,,,,,,,,,,,,,
ABV_KING_0000_GR1,50.07900948,-3.468262089,2.060457953,0.140511587,0.258867988,0.049295623,,,,,,,,,,,,,,,,
ABV_KING_0001_CA1,51.4023253,-3.072111561,2.741276637,0.176854429,0.31206124,0.04580712,,,,,,,,,,,,,,,,
ABV_KING_0002_CA1,53.6181521,-3.173099744,0.803601168,0.026271511,0.303993526,0.072286146,,,,,,,,,,,,,,,,
ABV_KING_0002_GR1,55.803567,-4.498646234,1.234114802,0.047234754,0.481590734,0.086681771,,,,,,,,,,,,,,,,
ABV_KING_0002_GR2_Lichen,42.11821323,-6.330739283,0.729147141,0.080993696,0.862630041,0.140437096,,,,,,,,,,,,,,,,
ABV_KING_0003_CA1,54.37104323,-3.6495788,1.897630288,0.085734023,0.307371133,0.057843672,,,,,,,,,,,,,,,,
ABV_KING_0004_CA1,53.48928288,-2.53310369,3.059876549,0.175986068,0.372530194,0.051608991,,,,,,,,,,,,,,,,
ABV_KING_0005_CA1,51.9998846,-3.728134335,0.941526861,0.044393104,0.337029497,0.061186841,,,,,,,,,,,,,,,,
ABV_KING_0006_CA1,52.69905732,-2.089434744,2.717948206,0.206235738,0.393593208,0.061250735,,,,,,,,,,,,,,,,
ABV_KING_0007_GR1,46.59587117,-3.280461512,2.148784585,0.111595516,0.28995311,0.04678301,,,,,,,,,,,,,,,,
ABV_KING_0007_GR2,46.20001123,-3.059082952,2.115588148,0.080727537,0.371600935,0.055780509,,,,,,,,,,,,,,,,
ABV_KING_0008_GR1,55.38809176,-4.209250528,1.56721922,0.081778438,0.356839354,0.056759432,,,,,,,,,,,,,,,,
ABV_KING_0009_GR1,45.71794198,-1.300514614,2.733822784,0.17654961,0.367300248,0.045493725,,,,,,,,,,,,,,,,
ABV_KING_0010_GR1,53.88137881,-4.400832844,1.564140183,0.093893675,0.340394904,0.054127116,,,,,,,,,,,,,,,,
ABV_KING_0011_GR1,56.03437792,-4.236624716,1.181270511,0.06102548,0.376290739,0.066680124,,,,,,,,,,,,,,,,
ABV_KING_0011_Lichen,43.38008484,-5.994128974,0.787132393,0.096898505,0.88763773,0.14013665,,,,,,,,,,,,,,,,
ABV_KING_0011_Lichen_NPV,39.61220935,-8.599936637,0.559493338,-0.066201269,1.072556328,0.159627667,,,,,,,,,,,,,,,,
ABV_KING_0012_GR1,47.04074577,-0.76521623,3.497085078,0.191693977,0.537501981,0.064577072,,,,,,,,,,,,,,,,
ABV_KING_0013_GR1,45.73621745,-1.64461969,2.53022857,0.15745238,0.431824727,0.048723905,,,,,,,,,,,,,,,,
ABV_KING_0014_CA1,52.786774,-2.656821939,2.984893003,0.181465959,0.460159004,0.066448454,,,,,,,,,,,,,,,,
ABV_KING_0014_CA2,52.47033906,-3.359727961,2.603991702,0.0514172,0.601246752,0.104033739,,,,,,,,,,,,,,,,
ABV_KING_0014_CA3,51.77227623,-2.592764623,3.462144525,0.210958213,0.374751155,0.044141053,,,,,,,,,,,,,,,,
ABV_KING_0014_GR1,47.41391603,0.562931476,4.528109539,0.283228749,0.628560093,0.074893354,,,,,,,,,,,,,,,,
ABV_KING_0015_CA1,53.19500215,-3.207128582,2.015724787,0.117620653,0.465996807,0.119177408,,,,,,,,,,,,,,,,
ABV_KING_0016_CA1,53.43113341,-2.752018618,2.573269585,0.162522282,0.309100147,0.045512251,,,,,,,,,,,,,,,,
ABV_KING_0017_CA1,52.86959745,-2.837235102,2.405480306,0.119579699,0.402701448,0.062617223,,,,,,,,,,,,,,,,
ABV_LICHEN_LIGHTGREEN,39.07898029,-4.504860605,0.502679354,0.121557222,0.720472245,0.133646434,,,,,,,,,,,,,,,,
ABV_Lichen_Red,34.62744972,-8.07200083,0.157051386,-0.084558698,1.224878709,0.162436266,,,,,,,,,,,,,,,,
ABV_LICHEN_THINLIGHTGRAY,38.40610633,-4.448337843,0.323638597,0.094324969,0.683761845,0.134889696,,,,,,,,,,,,,,,,
ABV_LICHEN_TUFTED,45.7081206,-2.987096582,0.336306215,0.043068252,0.898429365,0.128501676,,,,,,,,,,,,,,,,
ABV_Lichen_White,40.85533973,-2.724651017,1.627894448,0.209802251,0.51175907,0.158552678,,,,,,,,,,,,,,,,
ABV_MAIN_0029_PIGL,50.61078278,-3.998384002,0.815219694,0.048590329,0.412819439,0.047113971,,,,,,,,,,,,,,,,
ABV_MOD_S_50_MOSS,42.14545799,-5.64793235,0.772409186,0.09126667,0.835135309,0.114548748,,,,,,,,,,,,,,,,
ABV_MODE_0050_LEDPAL,56.08909555,-3.810473536,1.954466453,0.101060067,0.35973602,0.061960899,,,,,,,,,,,,,,,,
ABV_MODE_0050_RUBCHA,50.97273967,-4.287496196,1.965870728,0.116666413,0.394201928,0.092840455,,,,,,,,,,,,,,,,
ABV_MOSS,40.87490495,-6.868222825,0.163999641,0.003315892,0.890200229,0.11024286,,,,,,,,,,,,,,,,
ABV_MossReindeerLichenSph,43.16543409,-7.120129767,0.706786054,0.029437741,0.856261003,0.124900817,,,,,,,,,,,,,,,,
ABV_Plt_14_06_SprAsst_AdjWiley_20220809,55.01710307,-1.227452872,0.748062108,0.044072282,0.421770253,0.062160551,,,,,,,,,,,,,,,,
ABV_Plt_14_21_Spr_7_AdjWiley_20220723,54.44475595,-1.310939225,0.960248728,0.068501921,0.4763455,0.060413759,,,,,,,,,,,,,,,,
ABV_PV_0001_Birch,49.43653756,-4.012689412,1.900390135,0.116635972,0.234908685,0.037478415,,,,,,,,,,,,,,,,
ABV_PV_0001_BS,53.09179219,-4.135052017,0.549753624,-0.017276025,0.391098806,0.070324222,,,,,,,,,,,,,,,,
ABV_PV_0001_Moss,43.45054061,-6.570164336,0.23698801,0.028224935,0.780869569,0.108707036,,,,,,,,,,,,,,,,
ABV_PV_0003_Lichen,41.66376817,-8.244647716,0.592451606,-0.017314865,1.119042132,0.169794434,,,,,,,,,,,,,,,,
ABV_PV_0004_Rush,45.83725326,-4.168626967,1.810697144,0.121261706,0.468227091,0.046619063,,,,,,,,,,,,,,,,
ABV_PV_0004_Sedge,48.10130447,-4.285306997,1.842814741,0.099302898,0.645624781,0.119892,,,,,,,,,,,,,,,,
ABV_PV_0005_Birch,51.640774,-4.080328379,2.022131065,0.10050832,0.315883205,0.047468435,,,,,,,,,,,,,,,,
ABV_PV_0005_Willow,53.25383803,-2.45096628,2.515219104,0.182631572,0.321721005,0.08589538,,,,,,,,,,,,,,,,
ABV_PV_0006_LabTea,52.94964892,-4.361287609,1.228241828,0.132992417,0.332260928,0.059055691,,,,,,,,,,,,,,,,
ABV_PV_0006_Vacc,54.82948776,-4.596103165,1.608431195,0.082460817,0.352868728,0.070683764,,,,,,,,,,,,,,,,
ABV_PV_0008_Tamarack,53.93814937,-3.940669262,1.924133336,0.081623421,0.534557401,0.080745183,,,,,,,,,,,,,,,,
ABV_PV_0009_BS,53.93386133,-2.410682137,0.709998517,0.038785706,0.324055811,0.068026894,,,,,,,,,,,,,,,,
ABV_PV_0009_MossMuskox,45.50699146,-6.172413931,0.177000492,0.073830069,0.701935018,0.099548048,,,,,,,,,,,,,,,,
ABV_PV_001_Labtea,50.98020221,-4.424725918,1.401024775,0.10132274,0.33746025,0.055420573,,,,,,,,,,,,,,,,
ABV_PV_0010_Lichen,41.84615088,-8.260534028,0.761854736,-0.019097241,0.91217594,0.119430112,,,,,,,,,,,,,,,,
ABV_PV_0011_BULK,45.68319021,-3.799924216,1.544233869,0.107532095,0.414535733,0.044979623,,,,,,,,,,,,,,,,
ABV_PV_0011_Cottongrass,46.37213204,-3.820395109,1.270989175,0.085701463,0.445987483,0.053818017,,,,,,,,,,,,,,,,
ABV_PV_0011_Sedge,44.46075311,-4.065818839,1.341906288,0.099961989,0.406223,0.051118649,,,,,,,,,,,,,,,,
ABV_PV_0012_JP,52.69013194,-4.870106847,1.084304561,0.083729724,0.279185394,0.034078048,,,,,,,,,,,,,,,,
ABV_PV_0012_Lichen,41.61292532,-7.969219468,0.640246676,-0.02954588,0.992532539,0.150730464,,,,,,,,,,,,,,,,
ABV_PV_0013_Alder,52.89147165,-3.692799226,1.672261085,0.116304688,0.318517985,0.066808338,,,,,,,,,,,,,,,,
ABV_PV_0013_Moss,44.49041287,-6.838368529,0.220141922,0.016976102,0.782549796,0.108972233,,,,,,,,,,,,,,,,
ABV_PV_0014_BS,54.27473216,-2.834674088,0.953429871,0.047359728,0.274897995,0.051634514,,,,,,,,,,,,,,,,
ABV_PV_0014_BULK,53.50882543,-4.212091249,1.264128521,0.078662407,0.372708053,0.056595504,,,,,,,,,,,,,,,,
ABV_PV_0014_Moss,44.49981365,-6.803379385,0.231131709,0.020332126,0.789075864,0.110353511,,,,,,,,,,,,,,,,
ABV_PV_0015_BS,52.62995049,-3.209593039,1.064145088,0.078931455,0.223708153,0.038299862,,,,,,,,,,,,,,,,
ABV_PV_0015_BULK,51.89721331,-6.177596367,1.059888098,-0.016721401,0.491763341,0.073380778,,,,,,,,,,,,,,,,
ABV_PV_0015_Lichen,41.98792122,-7.612176377,0.799376153,0.006917911,1.070438767,0.16451342,,,,,,,,,,,,,,,,
ABV_PV_0015_Moss,44.63746755,-6.341388515,0.365975082,0.065980835,0.630958052,0.094728625,,,,,,,,,,,,,,,,
ABV_PV_0018_15,53.22309579,-3.436911422,1.042674851,0.068064704,0.260971921,0.048424868,,,,,,,,,,,,,,,,
ABV_PV_0018_BULK,51.36176951,-5.864628341,1.148631445,0.022469079,0.473380532,0.066498576,,,,,,,,,,,,,,,,
ABV_PV_0019_BSLow,52.2945675,-4.423128134,0.906884682,0.032731422,0.491525197,0.053122625,,,,,,,,,,,,,,,,
ABV_PV_0019_BSTall,51.91771939,-3.99289134,0.752366929,0.004722901,0.428044834,0.063349697,,,,,,,,,,,,,,,,
ABV_PV_002_BIRCH,51.55765209,-2.830577832,2.724376567,0.156077594,0.331528114,0.05351363,,,,,,,,,,,,,,,,
ABV_PV_002_JP,52.41360775,-3.007269695,1.415656207,0.13969865,0.253810707,0.037890076,,,,,,,,,,,,,,,,
ABV_PV_0020_BULK,47.7926555,-4.799295363,1.616094356,0.083898489,0.328424148,0.042155132,,,,,,,,,,,,,,,,
ABV_PV_0022_BULK,53.44076152,-5.04737779,1.223047716,0.009522207,0.433261108,0.076214481,,,,,,,,,,,,,,,,
ABV_PV_0022_Lichen,40.17842377,-7.724204391,0.471120184,-0.067775896,0.902028044,0.136727041,,,,,,,,,,,,,,,,
ABV_PV_0022_UNK,51.40399477,-5.558798958,1.614196074,0.050220931,0.351557625,0.079695007,,,,,,,,,,,,,,,,
ABV_PV_0023_DBirch,53.32035502,-3.352970189,2.544127948,0.180837345,0.23263963,0.042966664,,,,,,,,,,,,,,,,
ABV_PV_0023_Labtea,57.17064225,-3.918599804,1.692820712,0.077212534,0.377258848,0.064281821,,,,,,,,,,,,,,,,
ABV_PV_0024_BULK,53.17627811,-5.223253564,1.363350102,0.028606755,0.350657152,0.067284678,,,,,,,,,,,,,,,,
ABV_PV_0024_Lichen,38.92559335,-7.397972008,0.375793631,-0.027664703,0.899093974,0.133680822,,,,,,,,,,,,,,,,
ABV_PV_0025_BSLow,54.95341139,-2.773907007,0.999135272,0.042149962,0.57205132,0.079619206,,,,,,,,,,,,,,,,
ABV_PV_0025_BSTOP,53.78043491,-3.032286053,1.168600252,0.062102239,0.32845566,0.061447835,,,,,,,,,,,,,,,,
ABV_PV_0025_BULK,53.26790611,-4.932316505,1.613392972,0.055471377,0.321475027,0.061574466,,,,,,,,,,,,,,,,
ABV_PV_0025_DBirch,53.12743209,-3.140504468,2.598130822,0.165698255,0.244592414,0.045197356,,,,,,,,,,,,,,,,
ABV_PV_0026_BULK,53.85608337,-4.832041429,1.047247136,0.017838675,0.432189466,0.072498167,,,,,,,,,,,,,,,,
ABV_PV_0026_CROWB,54.89532992,-4.223567879,0.97180035,0.004588543,0.49407734,0.081396152,,,,,,,,,,,,,,,,
ABV_PV_0026_Labtea,56.47900149,-4.028235392,1.308349651,0.062192516,0.433330508,0.070660494,,,,,,,,,,,,,,,,
ABV_PV_0027_UNKBerry,50.57738743,-5.530581461,1.673920769,0.084823331,0.331166935,0.076244751,,,,,,,,,,,,,,,,
ABV_PV_0028_Cottongrass,42.56989046,-4.924192889,0.884816362,0.053502168,0.536660885,0.058593288,,,,,,,,,,,,,,,,
ABV_PV_0028_Moss,44.53348111,-6.723116253,0.715995061,0.156108666,0.95754559,0.089445406,,,,,,,,,,,,,,,,
ABV_PV_0029_CRAN,53.23975073,-4.785850744,0.947639626,0.005399881,0.388519572,0.07800168,,,,,,,,,,,,,,,,
ABV_PV_0029_Labtea,56.00231677,-3.779891908,1.664090969,0.092322785,0.415166698,0.067097363,,,,,,,,,,,,,,,,
ABV_PV_003_JP,52.86048058,-3.787574807,1.459760716,0.121000245,0.247024322,0.040422211,,,,,,,,,,,,,,,,
ABV_PV_0030_BS-Top,53.54892942,-3.827510877,0.851480422,0.01905036,0.298481567,0.05356476,,,,,,,,,,,,,,,,
ABV_PV_0030_BULK,53.64434702,-5.073892926,1.267776745,0.044533689,0.342328137,0.060175476,,,,,,,,,,,,,,,,
ABV_PV_0030_DBirch,53.46609006,-4.035634399,2.056368585,0.119326481,0.254069521,0.04447376,,,,,,,,,,,,,,,,
ABV_PV_0030_Lichen,40.87553003,-8.380969772,0.445213483,-0.059972148,0.974089426,0.146524441,,,,,,,,,,,,,,,,
ABV_PV_0031_Birch,51.78743891,-2.437176624,2.293923985,0.154892135,0.216016546,0.043534932,,,,,,,,,,,,,,,,
ABV_PV_0032_Cran,53.74212553,-4.617576096,0.704981547,-0.02091795,0.411749683,0.067099779,,,,,,,,,,,,,,,,
ABV_PV_0032_JP,54.33217431,-3.695486194,1.152086286,0.087528768,0.267434025,0.040528576,,,,,,,,,,,,,,,,
ABV_PV_0032_LabTea,54.6528831,-4.306210256,1.404207804,0.084544661,0.319290178,0.060217022,,,,,,,,,,,,,,,,
ABV_PV_0033_JP,53.53412637,-4.130464354,1.063940265,0.094994659,0.259894798,0.032270389,,,,,,,,,,,,,,,,
ABV_PV_0034_JP,53.19285003,-3.653324877,1.294023594,0.112660788,0.230032685,0.040064896,,,,,,,,,,,,,,,,
ABV_PV_0035_BS,53.36068732,-2.919224812,0.790477476,0.029392847,0.214639241,0.045223203,,,,,,,,,,,,,,,,
ABV_PV_0036_BULK,50.90783532,-3.26654576,1.473677869,0.138231729,0.218718789,0.042807441,,,,,,,,,,,,,,,,
ABV_PV_0036_Labtea,55.12088123,-3.988245252,1.031090872,0.104586452,0.399571501,0.064396983,,,,,,,,,,,,,,,,
ABV_PV_0037_BULK,55.09212502,-4.863267448,0.626787632,-0.02520273,0.426091542,0.061177079,,,,,,,,,,,,,,,,
ABV_PV_0037_CloudberryRuch,52.03193765,-4.659054237,1.449946782,0.048311962,0.484928789,0.083217778,,,,,,,,,,,,,,,,
ABV_PV_0037_CranVav1,57.46314197,-4.803124967,0.624460694,-0.041296451,0.452661936,0.099008357,,,,,,,,,,,,,,,,
ABV_PV_0038_BULK,52.41023793,-4.721028545,1.120395421,0.032420967,0.373143617,0.064997356,,,,,,,,,,,,,,,,
ABV_PV_0038_DBirch,51.67457262,-3.387703769,2.44091091,0.170976989,0.353130523,0.039359463,,,,,,,,,,,,,,,,
ABV_PV_0038_Lichen,40.77333934,-7.233628177,0.503928222,0.047525873,0.760767137,0.113389123,,,,,,,,,,,,,,,,
ABV_PV_0038_UNKRed,50.65325292,-4.350003482,1.581584205,0.123070372,0.343697219,0.06026741,,,,,,,,,,,,,,,,
ABV_PV_0038_VACC,53.6673875,-3.816468709,2.02152052,0.158249688,0.331051417,0.06197488,,,,,,,,,,,,,,,,
ABV_PV_0039_Longleaf,52.72582951,-3.683542201,2.970776293,0.161031191,0.295489178,0.049856169,,,,,,,,,,,,,,,,
ABV_PV_0039_VACC,51.0316865,-3.701311133,2.138008422,0.151566421,0.29380146,0.047409569,,,,,,,,,,,,,,,,
ABV_PV_0039_Willow,52.07093466,-3.312487348,1.988175646,0.123227007,0.309727582,0.04750967,,,,,,,,,,,,,,,,
ABV_PV_0040_BS,52.84760859,-4.39252718,0.800575808,0.014918788,0.300289195,0.047161727,,,,,,,,,,,,,,,,
ABV_PV_0040_Cloudberry,48.74996172,-3.992925538,2.290390636,0.165661278,0.283798736,0.057668762,,,,,,,,,,,,,,,,
ABV_PV_0040_Labtea,53.95249281,-3.693970873,1.185375969,0.099393322,0.406941721,0.063152186,,,,,,,,,,,,,,,,
ABV_PV_0040_Moss,44.8256155,-6.211736304,0.819339959,0.207760773,0.906652108,0.090609554,,,,,,,,,,,,,,,,
ABV_PV_0044_BULK,52.20390235,-4.25495062,1.220496695,0.065613972,0.238084876,0.03555483,,,,,,,,,,,,,,,,
ABV_PV_0044_Horsetail,43.98069565,-2.087359884,2.545314747,0.228486176,0.427395261,0.060179563,,,,,,,,,,,,,,,,
ABV_PV_0044_LabTea,53.31076075,-4.117014829,1.237339351,0.147804627,0.397137634,0.063919017,,,,,,,,,,,,,,,,
ABV_PV_0044_Willow,51.01729768,-3.769069625,1.702958291,0.117585798,0.364556147,0.048176342,,,,,,,,,,,,,,,,
ABV_PV_0045_BS,53.76367457,-3.69907375,0.79006192,0.010685441,0.296039961,0.0491778,,,,,,,,,,,,,,,,
ABV_PV_0045_BULK,51.7403664,-4.784956213,1.563460649,0.091380398,0.405885592,0.0492837,,,,,,,,,,,,,,,,
ABV_PV_0045_LabTea,52.07656583,-4.348546824,1.216304129,0.117454209,0.349551508,0.062700192,,,,,,,,,,,,,,,,
ABV_PV_0045_Moss,44.35991296,-6.57786664,0.116230989,0.043690749,0.743493554,0.102264889,,,,,,,,,,,,,,,,
ABV_PV_0047_BULK,50.08436587,-3.916392313,1.80921998,0.140335487,0.338359599,0.03589848,,,,,,,,,,,,,,,,
ABV_PV_0047_DBirch,55.76634506,-2.959710383,2.239908042,0.133077303,0.32126367,0.052793398,,,,,,,,,,,,,,,,
ABV_PV_0047_Labtea,54.44419167,-3.756250721,1.182744214,0.116889791,0.444494274,0.069507309,,,,,,,,,,,,,,,,
ABV_PV_0047_Lichen,42.23170724,-7.395068812,0.61554865,0.045846993,0.912067194,0.13543333,,,,,,,,,,,,,,,,
ABV_PV_0049_DBirch,53.19940094,-3.954566923,1.721281068,0.124069971,0.27209251,0.04434635,,,,,,,,,,,,,,,,
ABV_PV_0049_Gram,45.0793204,-2.163070278,1.932294683,0.132116486,0.355594031,0.047584989,,,,,,,,,,,,,,,,
ABV_PV_0050_BULK,51.31279646,-4.04675681,1.736015384,0.095059658,0.256536421,0.049264249,,,,,,,,,,,,,,,,
ABV_PV_0050_DBirch,53.16853192,-3.32988984,2.292003505,0.159287643,0.325371363,0.043507063,,,,,,,,,,,,,,,,
ABV_PV_0050_Rubcha,50.12496014,-4.099770907,2.288816099,0.154682875,0.329556704,0.069181018,,,,,,,,,,,,,,,,
ABV_PV_0050_Tamarack,52.42330426,-5.238685787,1.736784214,0.080500916,0.327967084,0.045243454,,,,,,,,,,,,,,,,
ABV_PV_0050_VACC,53.39554762,-4.587720684,1.867359804,0.123053453,0.322968233,0.052938147,,,,,,,,,,,,,,,,
ABV_PV_0051_BULK,52.25621168,-4.675702951,1.397044719,0.059414132,0.30672351,0.051293032,,,,,,,,,,,,,,,,
ABV_PV_0051_Gram,46.50689858,-2.879910614,2.327136254,0.129882886,0.300416842,0.049960673,,,,,,,,,,,,,,,,
ABV_PV_0051_Moss,45.00222852,-6.20774095,0.82154304,0.205157358,0.94708343,0.094086369,,,,,,,,,,,,,,,,
ABV_PV_0052_BULK,52.36308388,-4.504458268,1.410155375,0.052852362,0.373695683,0.053864338,,,,,,,,,,,,,,,,
ABV_PV_0052_DBirch,51.54342877,-3.883458956,2.113540556,0.140274287,0.239218654,0.041692928,,,,,,,,,,,,,,,,
ABV_PV_0052_Gram,45.22149903,-3.504895248,1.961586522,0.127494497,0.358707707,0.038454425,,,,,,,,,,,,,,,,
ABV_PV_0052_LabTea,53.94217235,-4.334946364,1.192269501,0.093213003,0.337407307,0.067986478,,,,,,,,,,,,,,,,
ABV_PV_0052_Larch,53.02215315,-4.509417241,1.993978294,0.097506175,0.456892946,0.058452952,,,,,,,,,,,,,,,,
ABV_PV_0052_Willow,50.46447173,-3.312704097,1.852143561,0.15604397,0.341930038,0.045565713,,,,,,,,,,,,,,,,
ABV_PV_0053_Cloudberry,48.90623427,-3.277333678,2.356489834,0.118782804,0.306419732,0.057682645,,,,,,,,,,,,,,,,
ABV_PV_0053_Crowberry,53.29653342,-4.121061648,0.744985092,-0.03117836,0.54191134,0.077274889,,,,,,,,,,,,,,,,
ABV_PV_0055_BS,53.382882,-4.08685459,0.82720087,0.000339339,0.385248086,0.051984271,,,,,,,,,,,,,,,,
ABV_PV_0055_BULK,54.24236101,-4.042102117,1.636067061,0.066949216,0.299587133,0.055815403,,,,,,,,,,,,,,,,
ABV_PV_0055_Lichen,39.89127976,-7.812153174,0.571390578,-0.031605074,1.003178718,0.1708168,,,,,,,,,,,,,,,,
ABV_PV_0056_WispyGrass,46.05223351,-2.474932757,2.297662148,0.173873889,0.365424752,0.036600934,,,,,,,,,,,,,,,,
ABV_PV_0057_Aquatic,47.86015905,-2.973503462,2.660162445,0.196294707,0.214449406,0.04388371,,,,,,,,,,,,,,,,
ABV_PV_0057_BULK,51.04877571,-2.8263984,2.984104026,0.19151192,0.339973587,0.055737383,,,,,,,,,,,,,,,,
ABV_PV_0058_Sedge,45.64966262,-3.042161091,2.128820334,0.109006517,0.311125033,0.037764238,,,,,,,,,,,,,,,,
ABV_PV_0059_BULK,51.50420301,-4.411390475,2.552154162,0.133468026,0.254735596,0.046141553,,,,,,,,,,,,,,,,
ABV_PV_0059_Sedge,44.65055559,-3.896455699,1.845568603,0.085629955,0.358914128,0.054064469,,,,,,,,,,,,,,,,
ABV_PV_006_UNK,51.31832314,-4.976043657,1.584657897,0.108359228,0.541100832,0.077900494,,,,,,,,,,,,,,,,
ABV_PV_0060_BULK,53.94365225,-5.286822592,0.675131227,-0.06024845,0.532625645,0.082163849,,,,,,,,,,,,,,,,
ABV_PV_0060_Cloudberry,49.34949071,-3.769278962,2.352050734,0.13245314,0.287234688,0.05331089,,,,,,,,,,,,,,,,
ABV_PV_0060_CloudbryPurple,50.30192747,-4.444273146,2.013677777,0.096163112,0.348561284,0.065484439,,,,,,,,,,,,,,,,
ABV_PV_0060_LabTea,54.56601544,-4.397261786,1.192889772,0.094920168,0.460494288,0.07348403,,,,,,,,,,,,,,,,
ABV_PV_0060_Lichen,36.65232155,-9.463225954,-0.019145836,-0.203761551,1.285671776,0.177716056,,,,,,,,,,,,,,,,
ABV_PV_0061_BULK,50.56255163,-3.539660103,1.856403073,0.124054627,0.28456222,0.048754561,,,,,,,,,,,,,,,,
ABV_PV_0061_Jedge,46.50867938,-3.033841533,2.029008354,0.098596231,0.346060548,0.045511702,,,,,,,,,,,,,,,,
ABV_PV_0062_BULK,50.59393707,-4.338812156,1.999628756,0.118205226,0.264567424,0.049452372,,,,,,,,,,,,,,,,
ABV_PV_0062_Dryas,51.64769411,-4.107715826,1.423060643,0.111686393,0.30603038,0.061414357,,,,,,,,,,,,,,,,
ABV_PV_0066_Grass,44.6557541,-1.997937224,2.236996693,0.180465909,0.440042284,0.051578954,,,,,,,,,,,,,,,,
ABV_PV_0067_Salix,52.20357626,-2.600836975,2.036938586,0.126260632,0.320490693,0.067307443,,,,,,,,,,,,,,,,
ABV_PV_0068_Tamerack,54.156684,-3.634176542,2.251385563,0.103029478,0.478124395,0.061548572,,,,,,,,,,,,,,,,
ABV_PV_0068_Willow,52.62431607,-2.443345589,2.254492539,0.140938109,0.356155656,0.095983433,,,,,,,,,,,,,,,,
ABV_PV_0068_WS,52.65201332,-3.90076524,0.892244739,0.025006732,0.294071129,0.052837481,,,,,,,,,,,,,,,,
ABV_PV_0069_BULK,51.2834236,-3.601910372,2.461268442,0.16941362,0.281419817,0.03975154,,,,,,,,,,,,,,,,
ABV_PV_007_BS,51.84800173,-4.227322789,0.904419831,0.014836256,0.271093697,0.043409385,,,,,,,,,,,,,,,,
